candidate_id,complexity_rank,best_iteration,tree_cap,seconds,macro_f1,qwk,ordinal_mae,accuracy,slight_recall,serious_recall,fatal_recall,serious_or_fatal_recall,mean_asymmetric_cost
C01,1,1200,1200,32.224569799960591,0.33929606350758185,0.11071921254367401,0.62432578209277234,0.5125819434071861,0.56395279215508864,0.31550317316409793,0.54974946313528994,0.59347795397863634,0.72698323790556796
C02,3,1200,1200,36.496348200016655,0.34595574471925855,0.11376992406335917,0.58924570575056012,0.52424072691062984,0.57234855036789656,0.34486753299083306,0.48532569792412311,0.58077266952143425,0.69657082399800851
C03,6,1200,1200,37.699029500014149,0.35533056822836845,0.11537834254308132,0.541780765081736,0.5453800514480126,0.59403648362760619,0.37246902387428227,0.38511095204008589,0.55427979859771304,0.65784997095676712
C04,5,1200,1200,37.277150999987498,0.34775354425997235,0.11499936783229781,0.58556343871877847,0.52646045971288691,0.57407826283646235,0.34904805077062556,0.48604151753758051,0.58133734883064325,0.69274334080159328
C05,2,1200,1200,33.49949800001923,0.34516075435629617,0.11265665157692017,0.59184922413077756,0.52211434735706586,0.56896895831392946,0.34753702024780903,0.4824624194702935,0.58336078302197547,0.69868683096838435
C06,4,1200,1200,37.874759900034405,0.34704897988749739,0.11504392532665253,0.58934943158244124,0.52544394656045146,0.57339968332956348,0.34652966656593132,0.48818897637795278,0.58416074537668816,0.69584474317484024
