split_slug,seed,model,explanation_cohort,sample_key,output_scope,feature,mean_abs_shap,importance_rank,sample_rows
random_seed_2207,2207,lightgbm_weighted,random_internal_test,random_seed_2207_internal,overall_equal_class_mean,feature_second_road_class,0.1085347528153165,6.0,10000
random_seed_2207,2207,lightgbm_weighted,random_internal_test,random_seed_2207_internal,overall_equal_class_mean,feature_pedestrian_crossing,0.11489470859867303,5.0,10000
random_seed_2207,2207,lightgbm_weighted,random_internal_test,random_seed_2207_internal,overall_equal_class_mean,feature_light_conditions,0.04637120657793937,14.0,10000
random_seed_2207,2207,lightgbm_weighted,random_internal_test,random_seed_2207_internal,overall_equal_class_mean,feature_weather_conditions,0.11569328842240523,4.0,10000
random_seed_2207,2207,lightgbm_weighted,random_internal_test,random_seed_2207_internal,overall_equal_class_mean,feature_road_surface_conditions,0.03658281066822239,16.0,10000
random_seed_2207,2207,lightgbm_weighted,random_internal_test,random_seed_2207_internal,overall_equal_class_mean,feature_special_conditions_at_site,0.03146935433823384,17.0,10000
random_seed_2207,2207,lightgbm_weighted,random_internal_test,random_seed_2207_internal,overall_equal_class_mean,feature_carriageway_hazards,0.040353501442505275,15.0,10000
random_seed_2207,2207,lightgbm_weighted,random_internal_test,random_seed_2207_internal,overall_equal_class_mean,feature_urban_or_rural_area,0.07545485698198913,10.0,10000
random_seed_2207,2207,lightgbm_weighted,random_internal_test,random_seed_2207_internal,overall_equal_class_mean,feature_trunk_road_flag,0.05937677397054436,13.0,10000
random_seed_2207,2207,lightgbm_weighted,random_internal_test,random_seed_2207_internal,overall_equal_class_mean,feature_speed_limit,0.21491842324868224,1.0,10000
random_seed_2207,2207,lightgbm_weighted,random_internal_test,random_seed_2207_internal,overall_equal_class_mean,feature_month,0.08294464409207201,8.0,10000
random_seed_2207,2207,lightgbm_weighted,random_internal_test,random_seed_2207_internal,overall_equal_class_mean,feature_hour,0.12683651803334628,3.0,10000
random_seed_2207,2207,lightgbm_weighted,random_internal_test,random_seed_2207_internal,Slight,feature_day_of_week,0.04707359642037533,11.0,10000
random_seed_2207,2207,lightgbm_weighted,random_internal_test,random_seed_2207_internal,Slight,feature_first_road_class,0.05328485177501745,9.0,10000
random_seed_2207,2207,lightgbm_weighted,random_internal_test,random_seed_2207_internal,Slight,feature_road_type,0.10239599195010717,2.0,10000
random_seed_2207,2207,lightgbm_weighted,random_internal_test,random_seed_2207_internal,Slight,feature_junction_detail,0.044118964186979893,13.0,10000
random_seed_2207,2207,lightgbm_weighted,random_internal_test,random_seed_2207_internal,Slight,feature_junction_control,0.04610704162839192,12.0,10000
random_seed_2207,2207,lightgbm_weighted,random_internal_test,random_seed_2207_internal,Slight,feature_second_road_class,0.091685855011692,3.0,10000
random_seed_2207,2207,lightgbm_weighted,random_internal_test,random_seed_2207_internal,Slight,feature_pedestrian_crossing,0.04215306345160283,14.0,10000
random_seed_2207,2207,lightgbm_weighted,random_internal_test,random_seed_2207_internal,Slight,feature_light_conditions,0.06407612741738623,7.0,10000
random_seed_2207,2207,lightgbm_weighted,random_internal_test,random_seed_2207_internal,Slight,feature_weather_conditions,0.07166614219586445,6.0,10000
random_seed_2207,2207,lightgbm_weighted,random_internal_test,random_seed_2207_internal,Slight,feature_road_surface_conditions,0.027709132495099247,15.0,10000
random_seed_2207,2207,lightgbm_weighted,random_internal_test,random_seed_2207_internal,Slight,feature_special_conditions_at_site,0.012326726303957664,17.0,10000
random_seed_2207,2207,lightgbm_weighted,random_internal_test,random_seed_2207_internal,Slight,feature_carriageway_hazards,0.015835853502890494,16.0,10000
random_seed_2207,2207,lightgbm_weighted,random_internal_test,random_seed_2207_internal,Slight,feature_urban_or_rural_area,0.08859428906555414,4.0,10000
random_seed_2207,2207,lightgbm_weighted,random_internal_test,random_seed_2207_internal,Slight,feature_trunk_road_flag,0.05900221652983796,8.0,10000
random_seed_2207,2207,lightgbm_weighted,random_internal_test,random_seed_2207_internal,Slight,feature_speed_limit,0.14169196428417316,1.0,10000
random_seed_2207,2207,lightgbm_weighted,random_internal_test,random_seed_2207_internal,Slight,feature_month,0.05316269552744037,10.0,10000
random_seed_2207,2207,lightgbm_weighted,random_internal_test,random_seed_2207_internal,Slight,feature_hour,0.08675558967990199,5.0,10000
random_seed_2207,2207,lightgbm_weighted,random_internal_test,random_seed_2207_internal,Serious,feature_day_of_week,0.0385053251276575,6.0,10000
random_seed_2207,2207,lightgbm_weighted,random_internal_test,random_seed_2207_internal,Serious,feature_first_road_class,0.05767861178418829,3.0,10000
random_seed_2207,2207,lightgbm_weighted,random_internal_test,random_seed_2207_internal,Serious,feature_road_type,0.01907284031678111,11.0,10000
random_seed_2207,2207,lightgbm_weighted,random_internal_test,random_seed_2207_internal,Serious,feature_junction_detail,0.028663544287303295,8.0,10000
random_seed_2207,2207,lightgbm_weighted,random_internal_test,random_seed_2207_internal,Serious,feature_junction_control,0.02962567566570313,7.0,10000
random_seed_2207,2207,lightgbm_weighted,random_internal_test,random_seed_2207_internal,Serious,feature_second_road_class,0.015177855923902748,14.0,10000
random_seed_2207,2207,lightgbm_weighted,random_internal_test,random_seed_2207_internal,Serious,feature_pedestrian_crossing,0.019857418882191717,10.0,10000
random_seed_2207,2207,lightgbm_weighted,random_internal_test,random_seed_2207_internal,Serious,feature_light_conditions,0.021537521471558085,9.0,10000
random_seed_2207,2207,lightgbm_weighted,random_internal_test,random_seed_2207_internal,Serious,feature_weather_conditions,0.015377006195773424,13.0,10000
random_seed_2207,2207,lightgbm_weighted,random_internal_test,random_seed_2207_internal,Serious,feature_road_surface_conditions,0.014836334852977749,15.0,10000
random_seed_2207,2207,lightgbm_weighted,random_internal_test,random_seed_2207_internal,Serious,feature_special_conditions_at_site,0.002903213758240761,17.0,10000
random_seed_2207,2207,lightgbm_weighted,random_internal_test,random_seed_2207_internal,Serious,feature_carriageway_hazards,0.01688070518093571,12.0,10000
random_seed_2207,2207,lightgbm_weighted,random_internal_test,random_seed_2207_internal,Serious,feature_urban_or_rural_area,0.010980614429556026,16.0,10000
random_seed_2207,2207,lightgbm_weighted,random_internal_test,random_seed_2207_internal,Serious,feature_trunk_road_flag,0.04286878234481712,5.0,10000
random_seed_2207,2207,lightgbm_weighted,random_internal_test,random_seed_2207_internal,Serious,feature_speed_limit,0.05216737361570976,4.0,10000
