dataset,seed,cohort,scope,feature,mean_abs_shap,rank,mean_signed_shap,positive_fraction,negative_fraction
stats19,1103,internal,Serious,feature_first_road_class,0.050878124908396917,4,0.0032726181711097567,0.47460000000000002,0.52539999999999998
stats19,1103,internal,Serious,feature_road_type,0.019524934644795548,11,-0.00094877531028200734,0.51829999999999998,0.48170000000000002
stats19,1103,internal,Serious,feature_junction_detail,0.032842894244866208,6,0.003344897995922132,0.4471,0.55289999999999995
stats19,1103,internal,Serious,feature_junction_control,0.030632773709693119,7,0.0072576382808110917,0.6109,0.3891
stats19,1103,internal,Serious,feature_second_road_class,0.018314423902518018,12,-0.0046020578487069013,0.34799999999999998,0.65200000000000002
stats19,1103,internal,Serious,feature_pedestrian_crossing,0.020242291704011674,10,0.00066072769355676308,0.37809999999999999,0.62190000000000001
stats19,1103,internal,Serious,feature_light_conditions,0.016788971682633862,13,0.0023832383518198946,0.38100000000000001,0.61899999999999999
stats19,1103,internal,Serious,feature_weather_conditions,0.025628467486244613,8,-0.0009476632948214927,0.26729999999999998,0.73270000000000002
stats19,1103,internal,Serious,feature_road_surface_conditions,0.012706266338346747,15,0.00064158154111369683,0.44519999999999998,0.55479999999999996
stats19,1103,internal,Serious,feature_special_conditions_at_site,0.0040456457994307009,17,-0.00015438296988147692,0.2072,0.79279999999999995
stats19,1103,internal,Serious,feature_carriageway_hazards,0.015727415742324089,14,-0.00023855647546467784,0.1318,0.86819999999999997
stats19,1103,internal,Serious,feature_urban_or_rural_area,0.011087474644057935,16,-0.0020759203160498332,0.37540000000000001,0.62460000000000004
stats19,1103,internal,Serious,feature_trunk_road_flag,0.023999931380499186,9,0.00075732429953602064,0.22550000000000001,0.77449999999999997
stats19,1103,internal,Serious,feature_speed_limit,0.054761018889174611,3,-0.011318245278411453,0.6411,0.3589
stats19,1103,internal,Serious,feature_month,0.060143531209207936,2,-0.00058004292136863624,0.52380000000000004,0.47620000000000001
stats19,1103,internal,Serious,feature_hour,0.066401796987750644,1,-0.00029428111139868967,0.50929999999999997,0.49070000000000003
stats19,1103,internal,Fatal,feature_day_of_week,0.077968026989524139,14,0.0020054886511183803,0.51619999999999999,0.48380000000000001
stats19,1103,internal,Fatal,feature_first_road_class,0.13464582852677537,8,-0.030168076178697618,0.52410000000000001,0.47589999999999999
stats19,1103,internal,Fatal,feature_road_type,0.30079711236931028,3,0.031358341469961484,0.75049999999999994,0.2495
stats19,1103,internal,Fatal,feature_junction_detail,0.10874754794427874,11,-0.012614028598475362,0.72999999999999998,0.27000000000000002
stats19,1103,internal,Fatal,feature_junction_control,0.22850742357543377,4,0.01037631754126233,0.82410000000000005,0.1759
stats19,1103,internal,Fatal,feature_second_road_class,0.1687361580717415,7,0.004442723782931101,0.64339999999999997,0.35659999999999997
stats19,1103,internal,Fatal,feature_pedestrian_crossing,0.22805156230331441,5,0.016752318937612472,0.81789999999999996,0.18210000000000001
stats19,1103,internal,Fatal,feature_light_conditions,0.05562427280127092,16,0.012535074281452202,0.64370000000000005,0.35630000000000001
stats19,1103,internal,Fatal,feature_weather_conditions,0.31634192947432077,1,0.020566679559041779,0.80020000000000002,0.19980000000000001
stats19,1103,internal,Fatal,feature_road_surface_conditions,0.087881231554053127,13,-0.0046721542480024992,0.87860000000000005,0.12139999999999999
stats19,1103,internal,Fatal,feature_special_conditions_at_site,0.052960827704240855,17,-0.0089887131153127409,0.94359999999999999,0.056399999999999999
stats19,1103,internal,Fatal,feature_carriageway_hazards,0.11832853907496556,9,0.002818417204196027,0.94369999999999998,0.056300000000000003
stats19,1103,internal,Fatal,feature_urban_or_rural_area,0.10373104833643874,12,0.0057637446768004858,0.33629999999999999,0.66369999999999996
stats19,1103,internal,Fatal,feature_trunk_road_flag,0.068179470474402676,15,0.021262684586949923,0.87250000000000005,0.1275
stats19,1103,internal,Fatal,feature_speed_limit,0.31460639132949431,2,-0.0159726789894067,0.31830000000000003,0.68169999999999997
stats19,1103,internal,Fatal,feature_month,0.1167257515998309,10,-0.0041471595356849895,0.49590000000000001,0.50409999999999999
stats19,1103,internal,Fatal,feature_hour,0.22365872520298893,6,-0.0059075953426105188,0.48780000000000001,0.51219999999999999
stats19,1103,future,overall,feature_day_of_week,0.055551944636235563,13,0.00098002777967146461,0.51429999999999998,0.48570000000000002
stats19,1103,future,overall,feature_first_road_class,0.073950635490163882,12,-0.008339940112992059,0.48259999999999997,0.51739999999999997
stats19,1103,future,overall,feature_road_type,0.14016616406289475,3,0.0075397007450414538,0.77110000000000001,0.22889999999999999
stats19,1103,future,overall,feature_junction_detail,0.11687527557740823,7,-0.025438122031988069,0.71330000000000005,0.28670000000000001
stats19,1103,future,overall,feature_junction_control,0.098753132764604415,8,0.011439012879526339,0.83579999999999999,0.16420000000000001
stats19,1103,future,overall,feature_second_road_class,0.11904002285283422,6,-0.028029099658249845,0.52949999999999997,0.47049999999999997
stats19,1103,future,overall,feature_pedestrian_crossing,0.097353986659517153,9,0.0014920905103788257,0.79820000000000002,0.20180000000000001
stats19,1103,future,overall,feature_light_conditions,0.041356036825551307,17,0.0022544339888393517,0.7147,0.2853
stats19,1103,future,overall,feature_weather_conditions,0.13762601493591273,4,0.0035713750622543791,0.80249999999999999,0.19750000000000001
stats19,1103,future,overall,feature_road_surface_conditions,0.045879724696643823,15,-0.0048637622161203098,0.75929999999999997,0.2407
stats19,1103,future,overall,feature_special_conditions_at_site,0.24414540661939296,1,-0.05892454694451385,0.38690000000000002,0.61309999999999998
stats19,1103,future,overall,feature_carriageway_hazards,0.050830817911424679,14,-0.00079839915504020494,0.93089999999999995,0.069099999999999995
stats19,1103,future,overall,feature_urban_or_rural_area,0.074811031790831928,11,-0.0023580339818797974,0.36799999999999999,0.63200000000000001
stats19,1103,future,overall,feature_trunk_road_flag,0.042383142862126258,16,0.0067352979783634479,0.84850000000000003,0.1515
stats19,1103,future,overall,feature_speed_limit,0.169854388090041,2,-0.012100475527667867,0.45650000000000002,0.54349999999999998
stats19,1103,future,overall,feature_month,0.083401158223702213,10,-0.0011638566883083762,0.49490000000000001,0.50509999999999999
stats19,1103,future,overall,feature_hour,0.13575360785747784,5,0.00099596408583441077,0.499,0.501
stats19,1103,future,Slight,feature_day_of_week,0.042250216018630868,15,0.00026108855604306541,0.52249999999999996,0.47749999999999998
stats19,1103,future,Slight,feature_first_road_class,0.045703270739895809,14,0.0021358001027372304,0.48010000000000003,0.51990000000000003
stats19,1103,future,Slight,feature_road_type,0.091257007028356152,7,9.2414939067529294e-06,0.2591,0.7409
stats19,1103,future,Slight,feature_junction_detail,0.098384601850607156,5,0.058875814191276382,0.62629999999999997,0.37369999999999998
stats19,1103,future,Slight,feature_junction_control,0.046291757643779491,13,0.019008565709562861,0.41570000000000001,0.58430000000000004
stats19,1103,future,Slight,feature_second_road_class,0.10862336030681634,3,0.063244412426622557,0.81010000000000004,0.18990000000000001
stats19,1103,future,Slight,feature_pedestrian_crossing,0.054842453611554688,10,0.010412385578742387,0.628,0.372
stats19,1103,future,Slight,feature_light_conditions,0.049968668709567968,11,-0.0070964988480979744,0.63529999999999998,0.36470000000000002
stats19,1103,future,Slight,feature_weather_conditions,0.070269041268504862,8,-7.1847264432613899e-05,0.2112,0.78879999999999995
stats19,1103,future,Slight,feature_road_surface_conditions,0.029219995128510111,16,0.00095570878658874086,0.35859999999999997,0.64139999999999997
stats19,1103,future,Slight,feature_special_conditions_at_site,0.23887037647569351,1,0.23251354615534256,0.62549999999999994,0.3745
stats19,1103,future,Slight,feature_carriageway_hazards,0.015956431406058628,17,-0.00054242417126529698,0.16830000000000001,0.83169999999999999
stats19,1103,future,Slight,feature_urban_or_rural_area,0.10234340774852847,4,-0.013720534699620595,0.66420000000000001,0.33579999999999999
stats19,1103,future,Slight,feature_trunk_road_flag,0.046392908870998818,12,-0.001881722351392066,0.60150000000000003,0.39850000000000002
