dataset,seed,cohort,candidate,reference,metric,delta,ci_lower,ci_upper,design
stats19,4409,internal,lightgbm_revised,lightgbm_legacy,serious_or_fatal_recall,0,0,0,paired_true_class_stratified
stats19,4409,internal,lightgbm_revised,dummy_most_frequent,mean_asymmetric_cost,0.17011036428512161,0.16518312795618617,0.17497536511492817,paired_true_class_stratified
stats19,4409,internal,lightgbm_revised,logistic_weighted,mean_asymmetric_cost,-0.13802796448427512,-0.1427171500290432,-0.1333698966890714,paired_true_class_stratified
stats19,4409,internal,lightgbm_revised,lightgbm_legacy,mean_asymmetric_cost,0,0,0,paired_true_class_stratified
stats19,4409,future,lightgbm_revised,dummy_most_frequent,macro_f1,0.071277642010182218,0.067691395315487818,0.074716350655242861,paired_true_class_stratified
stats19,4409,future,lightgbm_revised,logistic_weighted,macro_f1,0.025496957833204381,0.0224002414897288,0.028728882614733799,paired_true_class_stratified
stats19,4409,future,lightgbm_revised,lightgbm_legacy,macro_f1,0,0,0,paired_true_class_stratified
stats19,4409,future,lightgbm_revised,dummy_most_frequent,qwk,0.064175745561472097,0.057377139385725598,0.070744542494250995,paired_true_class_stratified
stats19,4409,future,lightgbm_revised,logistic_weighted,qwk,0.029283644295710176,0.02364143612336158,0.034985140932450205,paired_true_class_stratified
stats19,4409,future,lightgbm_revised,lightgbm_legacy,qwk,0,0,0,paired_true_class_stratified
stats19,4409,future,lightgbm_revised,dummy_most_frequent,ordinal_mae,0.12938064145372397,0.12628929820563373,0.13251161730755889,paired_true_class_stratified
stats19,4409,future,lightgbm_revised,logistic_weighted,ordinal_mae,-0.02916959782813322,-0.032092997909380042,-0.026286078056417049,paired_true_class_stratified
stats19,4409,future,lightgbm_revised,lightgbm_legacy,ordinal_mae,0,0,0,paired_true_class_stratified
stats19,4409,future,lightgbm_revised,dummy_most_frequent,accuracy,-0.10462017101469379,-0.10716656593379381,-0.10218276576139196,paired_true_class_stratified
stats19,4409,future,lightgbm_revised,logistic_weighted,accuracy,-0.00049540757180932538,-0.0029132442260247694,0.0017933754099497268,paired_true_class_stratified
stats19,4409,future,lightgbm_revised,lightgbm_legacy,accuracy,0,0,0,paired_true_class_stratified
stats19,4409,future,lightgbm_revised,dummy_most_frequent,fatal_recall,0.13448735019973368,0.118508655126498,0.1511318242343542,paired_true_class_stratified
stats19,4409,future,lightgbm_revised,logistic_weighted,fatal_recall,-0.066577896138482029,-0.083222370173102522,-0.050599201065246346,paired_true_class_stratified
stats19,4409,future,lightgbm_revised,lightgbm_legacy,fatal_recall,0,0,0,paired_true_class_stratified
stats19,4409,future,lightgbm_revised,dummy_most_frequent,serious_or_fatal_recall,0.25278232079460689,0.24759563604451712,0.2582472376241573,paired_true_class_stratified
stats19,4409,future,lightgbm_revised,logistic_weighted,serious_or_fatal_recall,0.05788025050859627,0.052774342813833836,0.062946268299493402,paired_true_class_stratified
stats19,4409,future,lightgbm_revised,lightgbm_legacy,serious_or_fatal_recall,0,0,0,paired_true_class_stratified
stats19,4409,future,lightgbm_revised,dummy_most_frequent,mean_asymmetric_cost,0.062589792622390394,0.058952014822594517,0.066553796308222821,paired_true_class_stratified
stats19,4409,future,lightgbm_revised,logistic_weighted,mean_asymmetric_cost,-0.041564695274802665,-0.04517175780514622,-0.037878862940541214,paired_true_class_stratified
stats19,4409,future,lightgbm_revised,lightgbm_legacy,mean_asymmetric_cost,0,0,0,paired_true_class_stratified
stats19,5501,internal,lightgbm_revised,dummy_most_frequent,macro_f1,0.063123861429569716,0.060273704035510897,0.06607790316337353,paired_true_class_stratified
stats19,5501,internal,lightgbm_revised,logistic_weighted,macro_f1,0.029829913679826237,0.0268774474774576,0.032653281270693078,paired_true_class_stratified
stats19,5501,internal,lightgbm_revised,lightgbm_legacy,macro_f1,0,0,0,paired_true_class_stratified
stats19,5501,internal,lightgbm_revised,dummy_most_frequent,qwk,0.11979698445835507,0.11473835834130582,0.12513663109507453,paired_true_class_stratified
stats19,5501,internal,lightgbm_revised,logistic_weighted,qwk,0.020736740438830781,0.016476278671098622,0.024993685496646312,paired_true_class_stratified
stats19,5501,internal,lightgbm_revised,lightgbm_legacy,qwk,0,0,0,paired_true_class_stratified
stats19,5501,internal,lightgbm_revised,dummy_most_frequent,ordinal_mae,0.3007737947058336,0.29669711019832384,0.304841143888474,paired_true_class_stratified
stats19,5501,internal,lightgbm_revised,logistic_weighted,ordinal_mae,-0.15863828727906393,-0.16260061405692472,-0.15453022570741015,paired_true_class_stratified
stats19,5501,internal,lightgbm_revised,lightgbm_legacy,ordinal_mae,0,0,0,paired_true_class_stratified
stats19,5501,internal,lightgbm_revised,dummy_most_frequent,accuracy,-0.23198282300224049,-0.23492889594224542,-0.22887027010206618,paired_true_class_stratified
stats19,5501,internal,lightgbm_revised,logistic_weighted,accuracy,0.060949298813376462,0.057868641606505677,0.063895371753381502,paired_true_class_stratified
stats19,5501,internal,lightgbm_revised,lightgbm_legacy,accuracy,0,0,0,paired_true_class_stratified
stats19,5501,internal,lightgbm_revised,dummy_most_frequent,fatal_recall,0.36864710093056552,0.34287759484609881,0.39371868289191114,paired_true_class_stratified
