dataset,seed,cohort,model,metric,estimate,ci_lower,ci_upper
stats19,5501,internal,dummy_most_frequent,fatal_recall,0,0,0
stats19,5501,internal,logistic_weighted,fatal_recall,0.64996420901932717,0.6249105225483178,0.67716535433070868
stats19,5501,internal,lightgbm_legacy,fatal_recall,0.36864710093056552,0.34287759484609881,0.39371868289191114
stats19,5501,internal,lightgbm_revised,fatal_recall,0.36864710093056552,0.34287759484609881,0.39371868289191114
stats19,5501,internal,dummy_most_frequent,serious_or_fatal_recall,0,0,0
stats19,5501,internal,logistic_weighted,serious_or_fatal_recall,0.61427697520116697,0.60778081031480868,0.62067785045409629
stats19,5501,internal,lightgbm_legacy,serious_or_fatal_recall,0.55324455319749655,0.54693896757799632,0.55978542186250058
stats19,5501,internal,lightgbm_revised,serious_or_fatal_recall,0.55324455319749655,0.54693896757799632,0.55978542186250058
stats19,5501,internal,dummy_most_frequent,mean_asymmetric_cost,0.48432702680275497,0.48432702680275497,0.48432702680275497
stats19,5501,internal,logistic_weighted,mean_asymmetric_cost,0.78949879678035018,0.78393883287693966,0.79482045058501372
stats19,5501,internal,lightgbm_legacy,mean_asymmetric_cost,0.65246660028213421,0.64753858600945979,0.65728985146460872
stats19,5501,internal,lightgbm_revised,mean_asymmetric_cost,0.65246660028213421,0.64753858600945979,0.65728985146460872
stats19,5501,future,dummy_most_frequent,macro_f1,0.28606499420199677,0.28606499420199677,0.28606499420199677
stats19,5501,future,logistic_weighted,macro_f1,0.35061263442770096,0.34771095101898924,0.35366193965885889
stats19,5501,future,lightgbm_legacy,macro_f1,0.35921183734819723,0.35575269448077962,0.36278747278144607
stats19,5501,future,lightgbm_revised,macro_f1,0.35921183734819723,0.35575269448077962,0.36278747278144607
stats19,5501,future,dummy_most_frequent,qwk,0,0,0
stats19,5501,future,logistic_weighted,qwk,0.069104951256686586,0.062874869559598978,0.075624491686191314
stats19,5501,future,lightgbm_legacy,qwk,0.067505171432714617,0.061155585513432566,0.074310903265061456
stats19,5501,future,lightgbm_revised,qwk,0.067505171432714617,0.061155585513432566,0.074310903265061456
stats19,5501,future,dummy_most_frequent,ordinal_mae,0.26326949181091286,0.26326949181091286,0.26326949181091286
stats19,5501,future,logistic_weighted,ordinal_mae,0.44653066077461928,0.44296347855380619,0.45000842192872076
stats19,5501,future,lightgbm_legacy,ordinal_mae,0.38886521941601354,0.3857936924707957,0.39191693005835904
stats19,5501,future,lightgbm_revised,ordinal_mae,0.38886521941601354,0.3857936924707957,0.39191693005835904
stats19,5501,future,dummy_most_frequent,accuracy,0.75161255164623941,0.75161255164623941,0.75161255164623941
stats19,5501,future,logistic_weighted,accuracy,0.62775075054247131,0.62533316159204178,0.63036650252162452
stats19,5501,future,lightgbm_legacy,accuracy,0.64789402241223859,0.64540707640175576,0.65045082089034656
stats19,5501,future,lightgbm_revised,accuracy,0.64789402241223859,0.64540707640175576,0.65045082089034656
stats19,5501,future,dummy_most_frequent,fatal_recall,0,0,0
stats19,5501,future,logistic_weighted,fatal_recall,0.26098535286284952,0.23901464713715045,0.28362183754993342
