dataset,scope,mean,std,min,max
stats19,overall,0.60588235294117654,0.02725992688901821,0.5710784313725491,0.63235294117647067
stats19,Slight,0.56617647058823528,0.061372470713475055,0.50490196078431382,0.65196078431372551
stats19,Serious,0.89264705882352957,0.05686063214465064,0.82843137254901966,0.94607843137254921
stats19,Fatal,0.70245098039215692,0.051254213731371089,0.6200980392156864,0.75490196078431382
