seed,model,explanation_cohort,output_class_code,output_class_label,feature,mean_signed_shap,median_signed_shap,mean_abs_shap,class_specific_importance_rank,positive_share,negative_share,zero_share,sample_rows,interpretation
1103,lightgbm_weighted,matched_2025,0,Minor,feature_road_surface,0.0004174446195965679,-0.001517918171449836,0.006498182123752042,15.0,0.36443625946388375,0.6355637405361162,0.0,4887,raw_class_score_attribution_not_causal
1103,lightgbm_weighted,matched_2025,0,Minor,feature_street_light,0.0010047731087856207,0.03584621908119331,0.1221095350526467,3.0,0.5989359525271127,0.40106404747288726,0.0,4887,raw_class_score_attribution_not_causal
1103,lightgbm_weighted,matched_2025,0,Minor,feature_traffic_control,-0.020196436755730022,-0.05791824423762308,0.09995437285466294,5.0,0.29404542664211175,0.7059545733578882,0.0,4887,raw_class_score_attribution_not_causal
1103,lightgbm_weighted,matched_2025,0,Minor,feature_urban,0.0029281492285378502,0.015163032439734103,0.03976045142791875,11.0,0.6136689175363208,0.38633108246367914,0.0,4887,raw_class_score_attribution_not_causal
1103,lightgbm_weighted,matched_2025,0,Minor,feature_weather_primary,-0.009961802139852738,-0.080596188604058,0.12864145350302988,2.0,0.18293431553100062,0.8170656844689994,0.0,4887,raw_class_score_attribution_not_causal
1103,lightgbm_weighted,matched_2025,0,Minor,feature_weather_secondary,-0.00041476848490613845,-0.015507829636475526,0.03402817270546119,13.0,0.03621853898096992,0.9637814610190301,0.0,4887,raw_class_score_attribution_not_causal
1103,lightgbm_weighted,matched_2025,0,Minor,feature_advisory_speed,-0.0009178573718709202,-0.009301619761624658,0.022414629044670068,14.0,0.15326376099856762,0.8467362390014324,0.0,4887,raw_class_score_attribution_not_causal
1103,lightgbm_weighted,matched_2025,0,Minor,feature_speed_limit,0.004071926403387889,0.06435348332065968,0.16775861203767184,1.0,0.5901370984243912,0.4098629015756088,0.0,4887,raw_class_score_attribution_not_causal
1103,lightgbm_weighted,matched_2025,0,Minor,feature_temporary_speed_limit,0.002895949878073898,-0.021764799820519348,0.04574930908965134,10.0,0.03580928995293636,0.9641907100470637,0.0,4887,raw_class_score_attribution_not_causal
1103,lightgbm_weighted,matched_2025,1,Serious,feature_number_of_lanes,-0.006303247160479593,-0.026975348931181573,0.0631337325573963,5.0,0.22263147125025579,0.7773685287497443,0.0,4887,raw_class_score_attribution_not_causal
1103,lightgbm_weighted,matched_2025,1,Serious,feature_state_highway,0.0031806580540987236,0.046836385472854784,0.09675900927808447,2.0,0.6785348884796398,0.3214651115203601,0.0,4887,raw_class_score_attribution_not_causal
1103,lightgbm_weighted,matched_2025,1,Serious,feature_terrain,0.0004521686833505879,-0.004561529874141938,0.04405809528096204,7.0,0.4057704112952732,0.5942295887047269,0.0,4887,raw_class_score_attribution_not_causal
1103,lightgbm_weighted,matched_2025,1,Serious,feature_light,0.004815781579447755,0.014798339266907757,0.0793197504818762,3.0,0.5516676897892367,0.44833231021076325,0.0,4887,raw_class_score_attribution_not_causal
1103,lightgbm_weighted,matched_2025,1,Serious,feature_road_character,0.0005163125944610662,-0.006830246522099259,0.021253044569042225,12.0,0.175158583998363,0.824841416001637,0.0,4887,raw_class_score_attribution_not_causal
1103,lightgbm_weighted,matched_2025,1,Serious,feature_road_lane,0.005439754444315246,-0.011919124387101574,0.03495772138526925,9.0,0.29261305504399426,0.7073869449560057,0.0,4887,raw_class_score_attribution_not_causal
1103,lightgbm_weighted,matched_2025,1,Serious,feature_road_surface,-0.0012641404781547655,-0.0036038728192657825,0.009403545648109413,15.0,0.1782279517086147,0.8217720482913853,0.0,4887,raw_class_score_attribution_not_causal
1103,lightgbm_weighted,matched_2025,1,Serious,feature_street_light,-0.00779482112895008,-0.010328290035784522,0.060658982414859626,6.0,0.45692653979946796,0.543073460200532,0.0,4887,raw_class_score_attribution_not_causal
1103,lightgbm_weighted,matched_2025,1,Serious,feature_traffic_control,0.0011303753599468031,-0.005666758248994465,0.06772704679193513,4.0,0.4812768569674647,0.5187231430325353,0.0,4887,raw_class_score_attribution_not_causal
1103,lightgbm_weighted,matched_2025,1,Serious,feature_urban,-0.0003129514829575021,0.00019986724550491794,0.020865974866903374,13.0,0.5522815633312871,0.4477184366687129,0.0,4887,raw_class_score_attribution_not_causal
1103,lightgbm_weighted,matched_2025,1,Serious,feature_weather_primary,-0.0022598413902459873,-0.0024298279228157586,0.039233357285731386,8.0,0.44915080826683035,0.5508491917331696,0.0,4887,raw_class_score_attribution_not_causal
1103,lightgbm_weighted,matched_2025,1,Serious,feature_weather_secondary,0.0009913149246061261,-0.0008447986308185925,0.018844947773141094,14.0,0.47575199508901167,0.5242480049109883,0.0,4887,raw_class_score_attribution_not_causal
1103,lightgbm_weighted,matched_2025,1,Serious,feature_advisory_speed,-0.0008651124224087925,-0.010644283475296088,0.029872061105574006,10.0,0.14507878043789646,0.8549212195621035,0.0,4887,raw_class_score_attribution_not_causal
1103,lightgbm_weighted,matched_2025,1,Serious,feature_speed_limit,0.007893420034365972,0.0033363070078216007,0.09763126405186992,1.0,0.5397994679762635,0.46020053202373645,0.0,4887,raw_class_score_attribution_not_causal
1103,lightgbm_weighted,matched_2025,1,Serious,feature_temporary_speed_limit,0.00239251224015613,-0.012902473247681456,0.02725480631813748,11.0,0.055657867812563946,0.944342132187436,0.0,4887,raw_class_score_attribution_not_causal
1103,lightgbm_weighted,matched_2025,2,Fatal,feature_number_of_lanes,0.009574902159509893,0.19196497218405853,0.3743898392947917,2.0,0.8105177000204624,0.18948229997953756,0.0,4887,raw_class_score_attribution_not_causal
1103,lightgbm_weighted,matched_2025,2,Fatal,feature_state_highway,0.005861434980383928,-0.05838623916550662,0.1518724972649008,8.0,0.34008594229588707,0.6599140577041129,0.0,4887,raw_class_score_attribution_not_causal
1103,lightgbm_weighted,matched_2025,2,Fatal,feature_terrain,-0.004888115223561398,-0.01112487683596199,0.07847806198052384,12.0,0.443012072846327,0.556987927153673,0.0,4887,raw_class_score_attribution_not_causal
1103,lightgbm_weighted,matched_2025,2,Fatal,feature_light,-0.012004320074878618,-0.034468005864075016,0.2087595371570916,6.0,0.40290566809903827,0.5970943319009617,0.0,4887,raw_class_score_attribution_not_causal
1103,lightgbm_weighted,matched_2025,2,Fatal,feature_road_character,-0.0008650631525332913,0.04663054476955784,0.0903108373922033,11.0,0.9449560057294863,0.05504399427051361,0.0,4887,raw_class_score_attribution_not_causal
1103,lightgbm_weighted,matched_2025,2,Fatal,feature_road_lane,-0.027573755913607494,0.16636050327434906,0.301012964622792,4.0,0.8485778596275834,0.1514221403724166,0.0,4887,raw_class_score_attribution_not_causal
