seed,model,metric,higher_is_better,contrast,internal_value,future_2025_value,point_gap,ci_lower,ci_upper,iterations,valid_iterations,bootstrap_design
3301,dummy_most_frequent,ordinal_mae,False,random_internal_minus_same_model_2025,0.24718641293226928,0.24464048567634225,0.002545927255927033,0.002545927255927033,0.002545927255927033,2000,2000,independent_stratified
3301,dummy_most_frequent,accuracy,True,random_internal_minus_same_model_2025,0.7800286474319623,0.7799279074179473,0.00010074001401505495,0.00010074001401505495,0.00010074001401505495,2000,2000,independent_stratified
3301,dummy_most_frequent,minor_recall,True,random_internal_minus_same_model_2025,1.0,1.0,0.0,0.0,0.0,2000,2000,independent_stratified
3301,dummy_most_frequent,serious_recall,True,random_internal_minus_same_model_2025,0.0,0.0,0.0,0.0,0.0,2000,2000,independent_stratified
3301,dummy_most_frequent,fatal_recall,True,random_internal_minus_same_model_2025,0.0,0.0,0.0,0.0,0.0,2000,2000,independent_stratified
3301,dummy_most_frequent,serious_or_fatal_recall,True,random_internal_minus_same_model_2025,0.0,0.0,0.0,0.0,0.0,2000,2000,independent_stratified
3301,dummy_most_frequent,mean_asymmetric_cost,False,random_internal_minus_same_model_2025,0.5215878862287702,0.513849364446974,0.007738521781796126,0.007738521781796126,0.007738521781796126,2000,2000,independent_stratified
3301,logistic_weighted,macro_f1,True,random_internal_minus_same_model_2025,0.32804693551481534,0.3276893974658545,0.00035753804896082597,-0.013443402573284828,0.013814408193631313,2000,2000,independent_stratified
3301,logistic_weighted,qwk,True,random_internal_minus_same_model_2025,0.11220927663460545,0.09859399125619228,0.013615285378413167,-0.008684224103558028,0.03535903148369524,2000,2000,independent_stratified
3301,logistic_weighted,ordinal_mae,False,random_internal_minus_same_model_2025,0.7219152854511971,0.7360083475621324,-0.014093062110935306,-0.0420366168987705,0.012810794589480892,2000,2000,independent_stratified
3301,logistic_weighted,accuracy,True,random_internal_minus_same_model_2025,0.4849600982197667,0.478561942705369,0.006398155514397708,-0.009746772505406504,0.023006724890900897,2000,2000,independent_stratified
3301,logistic_weighted,minor_recall,True,random_internal_minus_same_model_2025,0.5456453305351522,0.5319873510094868,0.013657979525665387,-0.005749460217679181,0.033442442128622206,2000,2000,independent_stratified
3301,logistic_weighted,serious_recall,True,random_internal_minus_same_model_2025,0.21443736730360935,0.2547307132459971,-0.04029334594238776,-0.07220302277355929,-0.008144892869394295,2000,2000,independent_stratified
3301,logistic_weighted,fatal_recall,True,random_internal_minus_same_model_2025,0.6616541353383458,0.5637065637065637,0.09794757163178214,-0.004877057508636429,0.19691119691119696,2000,2000,independent_stratified
3301,logistic_weighted,serious_or_fatal_recall,True,random_internal_minus_same_model_2025,0.6139534883720931,0.6400862068965517,-0.026132718524458642,-0.060777014835605506,0.0062469426623896545,2000,2000,independent_stratified
3301,logistic_weighted,mean_asymmetric_cost,False,random_internal_minus_same_model_2025,0.8252506650296706,0.8366533864541833,-0.011402721424512707,-0.041634319222860046,0.018615226020411844,2000,2000,independent_stratified
3301,lightgbm_weighted,macro_f1,True,random_internal_minus_same_model_2025,0.3343140751049172,0.33410856302899056,0.00020551207592661713,-0.014602516223286136,0.014068686699267264,2000,2000,independent_stratified
3301,lightgbm_weighted,qwk,True,random_internal_minus_same_model_2025,0.09450956696909185,0.0970998431620318,-0.0025902761929399443,-0.026060096795838844,0.02159254628615513,2000,2000,independent_stratified
3301,lightgbm_weighted,ordinal_mae,False,random_internal_minus_same_model_2025,0.6562308164518109,0.6685638398785809,-0.012333023426770007,-0.03687468256705126,0.01192541797497661,2000,2000,independent_stratified
3301,lightgbm_weighted,accuracy,True,random_internal_minus_same_model_2025,0.507878043789646,0.49981028267880856,0.008067761110837401,-0.008474273271438126,0.024194435098333276,2000,2000,independent_stratified
3301,lightgbm_weighted,minor_recall,True,random_internal_minus_same_model_2025,0.5718782791185729,0.5535149598637801,0.018363319254792843,-0.00015510047391595336,0.03718435113685472,2000,2000,independent_stratified
