split,cohort,scope,feature,mean_abs_shap,rank
random_seed_4409,future,Slight,feature_second_road_class,0.11867269904326835,2
random_seed_4409,future,Slight,feature_speed_limit,0.15512238404762654,1
random_seed_4409,future,Slight,feature_trunk_road_flag,0.049225738920858075,10
random_seed_4409,future,Slight,feature_urban_or_rural_area,0.084614362877325863,6
random_seed_4409,future,Slight,feature_weather_conditions,0.083226519484277742,7
random_seed_4409,future,overall,feature_day_of_week,0.066317987059870631,12
random_seed_4409,future,overall,feature_first_road_class,0.074058161342455506,10
random_seed_4409,future,overall,feature_hour,0.13470286870811657,6
random_seed_4409,future,overall,feature_junction_control,0.1044901085730443,8
random_seed_4409,future,overall,feature_junction_detail,0.12378276242976786,7
random_seed_4409,future,overall,feature_light_conditions,0.042906601643275276,15
random_seed_4409,future,overall,feature_month,0.085457243556925411,9
random_seed_4409,future,overall,feature_pedestrian_crossing,0.1510714734040505,2
random_seed_4409,future,overall,feature_road_surface_conditions,0.043440894985095367,14
random_seed_4409,future,overall,feature_road_type,0.1359942638425867,4
random_seed_4409,future,overall,feature_second_road_class,0.14436163993472975,3
random_seed_4409,future,overall,feature_speed_limit,0.22647090635222078,1
random_seed_4409,future,overall,feature_trunk_road_flag,0.05457707301158058,13
random_seed_4409,future,overall,feature_urban_or_rural_area,0.067740803902498439,11
random_seed_4409,future,overall,feature_weather_conditions,0.13498178587373799,5
random_seed_4409,internal,Fatal,feature_day_of_week,0.10219249664967989,12
random_seed_4409,internal,Fatal,feature_first_road_class,0.11561199732840301,10
random_seed_4409,internal,Fatal,feature_hour,0.24391969826954701,6
random_seed_4409,internal,Fatal,feature_junction_control,0.23104157311125381,7
random_seed_4409,internal,Fatal,feature_junction_detail,0.13569838166183698,8
random_seed_4409,internal,Fatal,feature_light_conditions,0.044796900303141686,15
random_seed_4409,internal,Fatal,feature_month,0.13146132909016334,9
random_seed_4409,internal,Fatal,feature_pedestrian_crossing,0.38238270220860654,2
random_seed_4409,internal,Fatal,feature_road_surface_conditions,0.076598737903874198,14
random_seed_4409,internal,Fatal,feature_road_type,0.29122634253316271,3
random_seed_4409,internal,Fatal,feature_second_road_class,0.2565172051460804,5
random_seed_4409,internal,Fatal,feature_speed_limit,0.39134838536680538,1
random_seed_4409,internal,Fatal,feature_trunk_road_flag,0.083290808441105493,13
random_seed_4409,internal,Fatal,feature_urban_or_rural_area,0.10271703967587305,11
random_seed_4409,internal,Fatal,feature_weather_conditions,0.28213899029135725,4
random_seed_4409,internal,Serious,feature_day_of_week,0.043943119693096791,7
random_seed_4409,internal,Serious,feature_first_road_class,0.052707693656041214,4
random_seed_4409,internal,Serious,feature_hour,0.067086525926467605,1
random_seed_4409,internal,Serious,feature_junction_control,0.050842250566590329,5
random_seed_4409,internal,Serious,feature_junction_detail,0.025655327954172323,11
random_seed_4409,internal,Serious,feature_light_conditions,0.031137587702894688,9
random_seed_4409,internal,Serious,feature_month,0.062927351182537825,2
random_seed_4409,internal,Serious,feature_pedestrian_crossing,0.021060165060424949,12
random_seed_4409,internal,Serious,feature_road_surface_conditions,0.016829464575663072,14
random_seed_4409,internal,Serious,feature_road_type,0.025723205177079361,10
random_seed_4409,internal,Serious,feature_second_road_class,0.04668725281415876,6
random_seed_4409,internal,Serious,feature_speed_limit,0.05770546718410751,3
random_seed_4409,internal,Serious,feature_trunk_road_flag,0.035581358857725641,8
random_seed_4409,internal,Serious,feature_urban_or_rural_area,0.0089302983824409102,15
random_seed_4409,internal,Serious,feature_weather_conditions,0.020303175788511315,13
random_seed_4409,internal,Slight,feature_day_of_week,0.045381127189963393,12
random_seed_4409,internal,Slight,feature_first_road_class,0.051108864724374911,11
random_seed_4409,internal,Slight,feature_hour,0.084922479161951905,4
random_seed_4409,internal,Slight,feature_junction_control,0.045269622536152958,13
random_seed_4409,internal,Slight,feature_junction_detail,0.052208069181008523,10
random_seed_4409,internal,Slight,feature_light_conditions,0.055466244633936984,7
random_seed_4409,internal,Slight,feature_month,0.052409410762194318,9
random_seed_4409,internal,Slight,feature_pedestrian_crossing,0.044207763429747318,14
random_seed_4409,internal,Slight,feature_road_surface_conditions,0.028080495914503446,15
random_seed_4409,internal,Slight,feature_road_type,0.094875145283836657,3
random_seed_4409,internal,Slight,feature_second_road_class,0.10914903427105689,2
random_seed_4409,internal,Slight,feature_speed_limit,0.14888303720516385,1
random_seed_4409,internal,Slight,feature_trunk_road_flag,0.054536930322968656,8
random_seed_4409,internal,Slight,feature_urban_or_rural_area,0.08197789402339202,6
random_seed_4409,internal,Slight,feature_weather_conditions,0.083293120681764213,5
random_seed_4409,internal,overall,feature_day_of_week,0.06383891451091335,12
random_seed_4409,internal,overall,feature_first_road_class,0.073142851902939718,9
random_seed_4409,internal,overall,feature_hour,0.13197623445265552,5
random_seed_4409,internal,overall,feature_junction_control,0.10905114873799904,7
random_seed_4409,internal,overall,feature_junction_detail,0.071187259599005945,10
random_seed_4409,internal,overall,feature_light_conditions,0.04380024421332445,14
random_seed_4409,internal,overall,feature_month,0.082266030344965158,8
random_seed_4409,internal,overall,feature_pedestrian_crossing,0.14921687689959293,2
random_seed_4409,internal,overall,feature_road_surface_conditions,0.040502899464680241,15
random_seed_4409,internal,overall,feature_road_type,0.13727489766469292,4
random_seed_4409,internal,overall,feature_second_road_class,0.13745116407709868,3
random_seed_4409,internal,overall,feature_speed_limit,0.1993122965853589,1
random_seed_4409,internal,overall,feature_trunk_road_flag,0.05780303254059993,13
random_seed_4409,internal,overall,feature_urban_or_rural_area,0.064541744027235323,11
random_seed_4409,internal,overall,feature_weather_conditions,0.12857842892054425,6
random_seed_5501,future,Fatal,feature_day_of_week,0.097832506708343855,11
random_seed_5501,future,Fatal,feature_first_road_class,0.14855949281526842,10
random_seed_5501,future,Fatal,feature_hour,0.25644004452711722,6
random_seed_5501,future,Fatal,feature_junction_control,0.26180260061218014,5
random_seed_5501,future,Fatal,feature_junction_detail,0.23347261726844951,7
random_seed_5501,future,Fatal,feature_light_conditions,0.057112488645775089,14
random_seed_5501,future,Fatal,feature_month,0.15963683981510199,9
random_seed_5501,future,Fatal,feature_pedestrian_crossing,0.34675621737507606,3
random_seed_5501,future,Fatal,feature_road_surface_conditions,0.092973429940034644,12
random_seed_5501,future,Fatal,feature_road_type,0.28678128003501829,4
random_seed_5501,future,Fatal,feature_second_road_class,0.18973380543056612,8
random_seed_5501,future,Fatal,feature_speed_limit,0.4678053562633131,1
random_seed_5501,future,Fatal,feature_trunk_road_flag,0.04191423901918738,15
random_seed_5501,future,Fatal,feature_urban_or_rural_area,0.09121393189269375,13
random_seed_5501,future,Fatal,feature_weather_conditions,0.35344934812506373,2
random_seed_5501,future,Serious,feature_day_of_week,0.042853788636776316,6
random_seed_5501,future,Serious,feature_first_road_class,0.055219355382042749,4
random_seed_5501,future,Serious,feature_hour,0.066972732690317907,1
random_seed_5501,future,Serious,feature_junction_control,0.040232488589993738,7
random_seed_5501,future,Serious,feature_junction_detail,0.055491942711762388,3
random_seed_5501,future,Serious,feature_light_conditions,0.031636044240044944,10
random_seed_5501,future,Serious,feature_month,0.063047793583372286,2
random_seed_5501,future,Serious,feature_pedestrian_crossing,0.018985222171761969,12
random_seed_5501,future,Serious,feature_road_surface_conditions,0.01325200061772475,14
random_seed_5501,future,Serious,feature_road_type,0.017815026049919892,13
random_seed_5501,future,Serious,feature_second_road_class,0.032638419190934194,8
random_seed_5501,future,Serious,feature_speed_limit,0.050512115420382295,5
random_seed_5501,future,Serious,feature_trunk_road_flag,0.032533074633352442,9
random_seed_5501,future,Serious,feature_urban_or_rural_area,0.010730585671491382,15
random_seed_5501,future,Serious,feature_weather_conditions,0.022098898950355581,11
random_seed_5501,future,Slight,feature_day_of_week,0.046696824022014978,11
random_seed_5501,future,Slight,feature_first_road_class,0.055509485709436195,9
random_seed_5501,future,Slight,feature_hour,0.09139449761823501,4
random_seed_5501,future,Slight,feature_junction_control,0.044796673347394553,13
random_seed_5501,future,Slight,feature_junction_detail,0.084351266353832569,6
random_seed_5501,future,Slight,feature_light_conditions,0.053648133895860678,10
random_seed_5501,future,Slight,feature_month,0.060413711502205772,8
random_seed_5501,future,Slight,feature_pedestrian_crossing,0.04617407389807051,12
random_seed_5501,future,Slight,feature_road_surface_conditions,0.030087802893628605,15
random_seed_5501,future,Slight,feature_road_type,0.10566976918379122,3
random_seed_5501,future,Slight,feature_second_road_class,0.1299721369051493,2
random_seed_5501,future,Slight,feature_speed_limit,0.1445091406373798,1
random_seed_5501,future,Slight,feature_trunk_road_flag,0.040906463796277728,14
random_seed_5501,future,Slight,feature_urban_or_rural_area,0.089811270284673395,5
random_seed_5501,future,Slight,feature_weather_conditions,0.080342603247206254,7
random_seed_5501,future,overall,feature_day_of_week,0.062461039789045047,12
random_seed_5501,future,overall,feature_first_road_class,0.086429444635582456,10
random_seed_5501,future,overall,feature_hour,0.13826909161189005,3
random_seed_5501,future,overall,feature_junction_control,0.11561058751652281,8
random_seed_5501,future,overall,feature_junction_detail,0.12443860877801483,6
random_seed_5501,future,overall,feature_light_conditions,0.047465555593893573,13
random_seed_5501,future,overall,feature_month,0.094366114966893344,9
random_seed_5501,future,overall,feature_pedestrian_crossing,0.13730517114830285,4
random_seed_5501,future,overall,feature_road_surface_conditions,0.045437744483796005,14
random_seed_5501,future,overall,feature_road_type,0.13675535842290978,5
random_seed_5501,future,overall,feature_second_road_class,0.1174481205088832,7
random_seed_5501,future,overall,feature_speed_limit,0.22094220410702506,1
random_seed_5501,future,overall,feature_trunk_road_flag,0.03845125914960585,15
random_seed_5501,future,overall,feature_urban_or_rural_area,0.063918595949619503,11
random_seed_5501,future,overall,feature_weather_conditions,0.15196361677420853,2
random_seed_5501,internal,Fatal,feature_day_of_week,0.094880487302007696,11
random_seed_5501,internal,Fatal,feature_first_road_class,0.15055886040417549,8
random_seed_5501,internal,Fatal,feature_hour,0.25198417508863963,6
random_seed_5501,internal,Fatal,feature_junction_control,0.27223508867833845,5
random_seed_5501,internal,Fatal,feature_junction_detail,0.12744269619141788,10
random_seed_5501,internal,Fatal,feature_light_conditions,0.054257778888089192,14
random_seed_5501,internal,Fatal,feature_month,0.14735678096440094,9
random_seed_5501,internal,Fatal,feature_pedestrian_crossing,0.34016190260602769,2
random_seed_5501,internal,Fatal,feature_road_surface_conditions,0.08703598906958826,13
random_seed_5501,internal,Fatal,feature_road_type,0.28551103400469979,4
random_seed_5501,internal,Fatal,feature_second_road_class,0.20987809487183845,7
random_seed_5501,internal,Fatal,feature_speed_limit,0.39919245459793018,1
random_seed_5501,internal,Fatal,feature_trunk_road_flag,0.042683298214410588,15
random_seed_5501,internal,Fatal,feature_urban_or_rural_area,0.089467204144806883,12
random_seed_5501,internal,Fatal,feature_weather_conditions,0.33606476885487069,3
random_seed_5501,internal,Serious,feature_day_of_week,0.040900239226202,5
random_seed_5501,internal,Serious,feature_first_road_class,0.056727925738664225,3
random_seed_5501,internal,Serious,feature_hour,0.06406695580888104,1
random_seed_5501,internal,Serious,feature_junction_control,0.037893647807686157,6
random_seed_5501,internal,Serious,feature_junction_detail,0.036489782341504046,7
random_seed_5501,internal,Serious,feature_light_conditions,0.031134670054693721,9
random_seed_5501,internal,Serious,feature_month,0.061061824870348051,2
random_seed_5501,internal,Serious,feature_pedestrian_crossing,0.018520652452818104,11
random_seed_5501,internal,Serious,feature_road_surface_conditions,0.01301441591762445,14
random_seed_5501,internal,Serious,feature_road_type,0.018329543734258071,12
random_seed_5501,internal,Serious,feature_second_road_class,0.016181081270848059,13
random_seed_5501,internal,Serious,feature_speed_limit,0.054755920009955494,4
random_seed_5501,internal,Serious,feature_trunk_road_flag,0.034858823204303446,8
random_seed_5501,internal,Serious,feature_urban_or_rural_area,0.010970171600255395,15
random_seed_5501,internal,Serious,feature_weather_conditions,0.02173334158196592,10
random_seed_5501,internal,Slight,feature_day_of_week,0.046753788746835563,11
random_seed_5501,internal,Slight,feature_first_road_class,0.058521499651781224,8
random_seed_5501,internal,Slight,feature_hour,0.088743954562381405,4
random_seed_5501,internal,Slight,feature_junction_control,0.043550396796632342,13
random_seed_5501,internal,Slight,feature_junction_detail,0.049165161983984532,10
random_seed_5501,internal,Slight,feature_light_conditions,0.054376862628609295,9
random_seed_5501,internal,Slight,feature_month,0.059255409061249528,7
random_seed_5501,internal,Slight,feature_pedestrian_crossing,0.043734560352240638,12
random_seed_5501,internal,Slight,feature_road_surface_conditions,0.029932835270367997,15
random_seed_5501,internal,Slight,feature_road_type,0.11405524837529747,2
random_seed_5501,internal,Slight,feature_second_road_class,0.11309260008507806,3
random_seed_5501,internal,Slight,feature_speed_limit,0.14201126791217686,1
random_seed_5501,internal,Slight,feature_trunk_road_flag,0.042486044541123924,14
random_seed_5501,internal,Slight,feature_urban_or_rural_area,0.086663148622572128,5
random_seed_5501,internal,Slight,feature_weather_conditions,0.07856203041080291,6
random_seed_5501,internal,overall,feature_day_of_week,0.060844838425015091,12
random_seed_5501,internal,overall,feature_first_road_class,0.088602761931540305,9
random_seed_5501,internal,overall,feature_hour,0.1349316951533007,4
random_seed_5501,internal,overall,feature_junction_control,0.11789304442755233,6
random_seed_5501,internal,overall,feature_junction_detail,0.071032546838968813,10
random_seed_5501,internal,overall,feature_light_conditions,0.046589770523797404,13
random_seed_5501,internal,overall,feature_month,0.0892246716319995,8
random_seed_5501,internal,overall,feature_pedestrian_crossing,0.13413903847036215,5
random_seed_5501,internal,overall,feature_road_surface_conditions,0.043327746752526902,14
random_seed_5501,internal,overall,feature_road_type,0.13929860870475178,3
random_seed_5501,internal,overall,feature_second_road_class,0.11305059207592154,7
random_seed_5501,internal,overall,feature_speed_limit,0.19865321417335416,1
random_seed_5501,internal,overall,feature_trunk_road_flag,0.040009388653279319,15
random_seed_5501,internal,overall,feature_urban_or_rural_area,0.06236684145587814,11
random_seed_5501,internal,overall,feature_weather_conditions,0.14545338028254651,2
temporal,future,Fatal,feature_day_of_week,0.097630824334750246,12
temporal,future,Fatal,feature_first_road_class,0.15932675411650107,9
temporal,future,Fatal,feature_hour,0.2441704517864825,6
temporal,future,Fatal,feature_junction_control,0.25885559989993351,5
temporal,future,Fatal,feature_junction_detail,0.24105474223562301,7
temporal,future,Fatal,feature_light_conditions,0.068344901385303358,15
temporal,future,Fatal,feature_month,0.13204012619165847,10
temporal,future,Fatal,feature_pedestrian_crossing,0.29478860828361392,3
temporal,future,Fatal,feature_road_surface_conditions,0.07703672411271012,14
temporal,future,Fatal,feature_road_type,0.30147448317078779,2
temporal,future,Fatal,feature_second_road_class,0.21480375890028672,8
temporal,future,Fatal,feature_speed_limit,0.43543896314623398,1
temporal,future,Fatal,feature_trunk_road_flag,0.087715153117286213,13
temporal,future,Fatal,feature_urban_or_rural_area,0.11309755079444035,11
temporal,future,Fatal,feature_weather_conditions,0.27339138134392449,4
temporal,future,Serious,feature_day_of_week,0.036273437872217082,8
temporal,future,Serious,feature_first_road_class,0.048429027422207595,3
temporal,future,Serious,feature_hour,0.065639918823551927,1
temporal,future,Serious,feature_junction_control,0.038984752848799792,6
temporal,future,Serious,feature_junction_detail,0.041282911431589131,5
temporal,future,Serious,feature_light_conditions,0.026611643603966458,10
temporal,future,Serious,feature_month,0.060277090751302061,2
temporal,future,Serious,feature_pedestrian_crossing,0.016957213305152378,14
temporal,future,Serious,feature_road_surface_conditions,0.021999833392893783,12
temporal,future,Serious,feature_road_type,0.022924643999412249,11
temporal,future,Serious,feature_second_road_class,0.036868626408021882,7
temporal,future,Serious,feature_speed_limit,0.044513864160116656,4
temporal,future,Serious,feature_trunk_road_flag,0.028141808078136359,9
temporal,future,Serious,feature_urban_or_rural_area,0.0093962114358341169,15
temporal,future,Serious,feature_weather_conditions,0.021508652312253358,13
temporal,future,Slight,feature_day_of_week,0.04370676687191042,14
temporal,future,Slight,feature_first_road_class,0.047862558909823438,12
temporal,future,Slight,feature_hour,0.084893331003805222,5
temporal,future,Slight,feature_junction_control,0.056496877236191789,8
temporal,future,Slight,feature_junction_detail,0.081719902688642085,6
temporal,future,Slight,feature_light_conditions,0.055007948352500446,9
temporal,future,Slight,feature_month,0.051766000033889079,11
temporal,future,Slight,feature_pedestrian_crossing,0.052235281164886613,10
temporal,future,Slight,feature_road_surface_conditions,0.028756850889844424,15
temporal,future,Slight,feature_road_type,0.093576221090506798,3
temporal,future,Slight,feature_second_road_class,0.11259262515524433,2
temporal,future,Slight,feature_speed_limit,0.14334997552818926,1
temporal,future,Slight,feature_trunk_road_flag,0.045687286737246688,13
temporal,future,Slight,feature_urban_or_rural_area,0.091101544092752909,4
temporal,future,Slight,feature_weather_conditions,0.081384650126091251,7
temporal,future,overall,feature_day_of_week,0.059203676359625923,12
temporal,future,overall,feature_first_road_class,0.085206113482844029,9
temporal,future,overall,feature_hour,0.13156790053794656,3
temporal,future,overall,feature_junction_control,0.11811240999497503,8
temporal,future,overall,feature_junction_detail,0.12135251878528475,6
temporal,future,overall,feature_light_conditions,0.049988164447256754,14
temporal,future,overall,feature_month,0.08136107232561654,10
temporal,future,overall,feature_pedestrian_crossing,0.12132703425121764,7
temporal,future,overall,feature_road_surface_conditions,0.042597802798482777,15
temporal,future,overall,feature_road_type,0.13932511608690226,2
temporal,future,overall,feature_second_road_class,0.12142167015451766,5
temporal,future,overall,feature_speed_limit,0.20776760094484661,1
temporal,future,overall,feature_trunk_road_flag,0.053848082644223083,13
temporal,future,overall,feature_urban_or_rural_area,0.071198435441009122,11
temporal,future,overall,feature_weather_conditions,0.12542822792742303,4
