dataset,seed,cohort,scope,feature,mean_abs_shap,rank,mean_signed_shap,positive_fraction,negative_fraction
cas,2207,future,Fatal,feature_street_light,0.16830025791123882,8,-0.013737130677245938,0.48004910988336402,0.51995089011663598
cas,2207,future,Fatal,feature_temporary_speed_limit,0.19693793051393585,7,0.0066424039875063378,0.96562308164518107,0.03437691835481891
cas,2207,future,Fatal,feature_terrain,0.12165258117715674,10,-0.013474460305997703,0.55862492326580726,0.44137507673419274
cas,2207,future,Fatal,feature_traffic_control,0.50208494215030575,1,0.029045140689504763,0.69449560057294868,0.30550439942705138
cas,2207,future,Fatal,feature_urban,0.088014699091686882,11,-0.0051817140985435288,0.37037037037037035,0.62962962962962965
cas,2207,future,Fatal,feature_weather_primary,0.41265099432560648,4,0.033344537162074764,0.80253734397380805,0.19746265602619192
cas,2207,future,Fatal,feature_weather_secondary,0.051712770306041614,13,-0.0015474812492961934,0.90525885001023121,0.094741149989768778
cas,2207,future,Minor,feature_advisory_speed,0.037077558704974582,10,-0.0032883203060805164,0.10579087374667485,0.89420912625332516
cas,2207,future,Minor,feature_light,0.13227390300423197,3,0.0016940030413133307,0.47411499897687742,0.52588500102312252
cas,2207,future,Minor,feature_number_of_lanes,0.080148996683807081,7,-0.00023905875360709903,0.26396562308164517,0.73603437691835483
cas,2207,future,Minor,feature_road_character,0.035213272111307703,11,-0.0030565435671045262,0.1240024554941682,0.87599754450583178
cas,2207,future,Minor,feature_road_lane,0.098156160400433748,6,-0.011272701640587865,0.13730304890525885,0.8626969510947412
cas,2207,future,Minor,feature_road_surface,0.012433801334794305,15,-0.0015641015835372411,0.33988131778187025,0.66011868221812975
cas,2207,future,Minor,feature_speed_limit,0.18866427141934655,1,0.035090444196707427,0.6169429097605893,0.3830570902394107
cas,2207,future,Minor,feature_state_highway,0.052533531355544609,8,-0.001389550680897059,0.55698792715367296,0.44301207284632699
cas,2207,future,Minor,feature_street_light,0.13136696334983763,4,0.009635018769210869,0.60405156537753224,0.39594843462246776
cas,2207,future,Minor,feature_temporary_speed_limit,0.030034855529443655,12,-0.0023656744106188817,0.034990791896869246,0.96500920810313073
cas,2207,future,Minor,feature_terrain,0.046970210800189184,9,0.0014205292873668348,0.5880908532842235,0.41190914671577655
cas,2207,future,Minor,feature_traffic_control,0.14996278420178563,2,-0.027393765186219748,0.28749744219357481,0.71250255780642524
cas,2207,future,Minor,feature_urban,0.026913040329023051,14,-0.0055562152580063253,0.55903417229384078,0.44096582770615922
cas,2207,future,Minor,feature_weather_primary,0.12542943052672526,5,-0.0015382213980544514,0.18866380192347043,0.81133619807652957
cas,2207,future,Minor,feature_weather_secondary,0.029417960046027678,13,-0.0012100700658018507,0.10763249437282586,0.89236750562717415
cas,2207,future,Serious,feature_advisory_speed,0.036922657312256225,9,-0.0019592581882401663,0.16513198281154082,0.83486801718845915
cas,2207,future,Serious,feature_light,0.073927265999373798,4,0.0029207981129220706,0.52097401268671983,0.47902598731328011
cas,2207,future,Serious,feature_number_of_lanes,0.066673047893427123,6,-0.0062473260510827909,0.22549621444649068,0.77450378555350929
cas,2207,future,Serious,feature_road_character,0.025362075005721969,12,0.0018015864643256834,0.43237159811745446,0.56762840188254549
cas,2207,future,Serious,feature_road_lane,0.025697310731381554,11,-0.00085427039044036479,0.54307346020053204,0.45692653979946796
cas,2207,future,Serious,feature_road_surface,0.015480283338327582,14,0.00067752574729408339,0.13873542050337631,0.86126457949662372
cas,2207,future,Serious,feature_speed_limit,0.14623557493282024,1,0.0085995967757392187,0.54839369756496825,0.45160630243503169
cas,2207,future,Serious,feature_state_highway,0.071379449169360162,5,0.0026959105036928064,0.61796603233067326,0.38203396766932679
cas,2207,future,Serious,feature_street_light,0.080378275715923861,3,-0.0028803769552737052,0.41477388991201147,0.58522611008798853
cas,2207,future,Serious,feature_temporary_speed_limit,0.014155608329261486,15,0.00017236757512665448,0.17945569879271536,0.82054430120728461
cas,2207,future,Serious,feature_terrain,0.053366773082809148,7,0.0038738202647181775,0.40924902803355839,0.59075097196644155
cas,2207,future,Serious,feature_traffic_control,0.08767619689752669,2,0.0043188362913164444,0.33231021076324946,0.6676897892367506
