group,model,metric,estimate,ci_lower,ci_upper
random_seed_5501_internal,logistic_unweighted,macro_f1,0.29206381510049545,0.29201811706139863,0.29214190558623088
random_seed_5501_internal,logistic_unweighted,mean_asymmetric_cost,0.48435814455231929,0.48426479130362626,0.48445149780101238
random_seed_5501_internal,logistic_unweighted,ordinal_mae,0.23498049954360634,0.23491826404447763,0.23505310762592316
random_seed_5501_internal,logistic_unweighted,qwk,0.0001714044176793772,-0.00017987486479387194,0.00065711709202748375
random_seed_5501_internal,logistic_unweighted,serious_or_fatal_recall,0.0001411698273022446,0,0.00032939626370523742
random_seed_5501_internal,logistic_weighted,accuracy,0.48488714629491331,0.48177511202389844,0.4878752281968301
random_seed_5501_internal,logistic_weighted,fatal_recall,0.65068002863278451,0.62562634216177526,0.67501789549033642
random_seed_5501_internal,logistic_weighted,macro_f1,0.32404695850855431,0.32152055730928875,0.32637339556349404
random_seed_5501_internal,logistic_weighted,mean_asymmetric_cost,0.79304622023068627,0.78795146668326288,0.79849182640444771
random_seed_5501_internal,logistic_weighted,ordinal_mae,0.69779478881420631,0.69312660775039414,0.70253557796033528
random_seed_5501_internal,logistic_weighted,qwk,0.097970224900010394,0.094001055762196653,0.10192832137240723
random_seed_5501_internal,logistic_weighted,serious_or_fatal_recall,0.61380640911015949,0.60731259705425622,0.62001788151145831
temporal_2024,dummy_most_frequent,accuracy,0.75161255164623941,0.75161255164623941,0.75161255164623941
temporal_2024,dummy_most_frequent,fatal_recall,0,0,0
temporal_2024,dummy_most_frequent,macro_f1,0.28606499420199677,0.28606499420199677,0.28606499420199677
temporal_2024,dummy_most_frequent,mean_asymmetric_cost,0.54142102707897788,0.54142102707897788,0.54142102707897788
temporal_2024,dummy_most_frequent,ordinal_mae,0.26326949181091286,0.26326949181091286,0.26326949181091286
temporal_2024,dummy_most_frequent,qwk,0,0,0
temporal_2024,dummy_most_frequent,serious_or_fatal_recall,0,0,0
temporal_2024,lightgbm_weighted,accuracy,0.58678054435383986,0.58412441665758419,0.5895355058606716
temporal_2024,lightgbm_weighted,fatal_recall,0.26964047936085217,0.24765312916111851,0.29161118508655126
temporal_2024,lightgbm_weighted,macro_f1,0.36578988815018154,0.36277256030143873,0.36870347729460279
temporal_2024,lightgbm_weighted,mean_asymmetric_cost,0.64001704202047027,0.63557769476948678,0.64432758330278328
temporal_2024,lightgbm_weighted,ordinal_mae,0.47676043080642444,0.47324254163900642,0.48020846750621737
temporal_2024,lightgbm_weighted,qwk,0.10465569181872225,0.098786993695216707,0.11042717423500881
temporal_2024,lightgbm_weighted,serious_or_fatal_recall,0.43025250309146756,0.42406757349714785,0.43603853364713391
temporal_2024,logistic_unweighted,accuracy,0.75161255164623941,0.75161255164623941,0.75161255164623941
temporal_2024,logistic_unweighted,fatal_recall,0,0,0
temporal_2024,logistic_unweighted,macro_f1,0.28606499420199677,0.28606499420199677,0.28606499420199677
temporal_2024,logistic_unweighted,mean_asymmetric_cost,0.54142102707897788,0.54142102707897788,0.54142102707897788
temporal_2024,logistic_unweighted,ordinal_mae,0.26326949181091286,0.26326949181091286,0.26326949181091286
temporal_2024,logistic_unweighted,qwk,0,0,0
temporal_2024,logistic_unweighted,serious_or_fatal_recall,0,0,0
temporal_2024,logistic_weighted,accuracy,0.53703171599274724,0.53418782882677573,0.53976661349292065
temporal_2024,logistic_weighted,fatal_recall,0.56990679094540608,0.5452729693741678,0.59454061251664447
temporal_2024,logistic_weighted,macro_f1,0.33716295512088096,0.33457379466863929,0.33957352540474617
temporal_2024,logistic_weighted,mean_asymmetric_cost,0.74829332091511691,0.74316040306360043,0.753613998236349
temporal_2024,logistic_weighted,ordinal_mae,0.60816233515313045,0.60361424594013491,0.61267079176038131
temporal_2024,logistic_weighted,qwk,0.10518005372175343,0.10040881888651529,0.10996483036850015
temporal_2024,logistic_weighted,serious_or_fatal_recall,0.48737484542662252,0.48135146994295741,0.49351888786948023
