group,model,metric,estimate,ci_lower,ci_upper
random_seed_1103_internal,dummy_most_frequent,ordinal_mae,0.23493900921085387,0.23493900921085387,0.23493900921085387
random_seed_1103_internal,dummy_most_frequent,qwk,0,0,0
random_seed_1103_internal,dummy_most_frequent,serious_or_fatal_recall,0,0,0
random_seed_1103_internal,lightgbm_weighted,accuracy,0.54378267363704258,0.5406812712637955,0.54695772135092524
random_seed_1103_internal,lightgbm_weighted,fatal_recall,0.37482117310443491,0.3490701001430615,0.40128755364806867
random_seed_1103_internal,lightgbm_weighted,macro_f1,0.35365658720757814,0.35073293775743247,0.35672694456567555
random_seed_1103_internal,lightgbm_weighted,mean_asymmetric_cost,0.65614886731391586,0.65132561613144135,0.66083753422952451
random_seed_1103_internal,lightgbm_weighted,ordinal_mae,0.53871048045805325,0.53474763505103307,0.54270418430005807
random_seed_1103_internal,lightgbm_weighted,qwk,0.1156070966327416,0.11049780001305146,0.12103586768630571
random_seed_1103_internal,lightgbm_weighted,serious_or_fatal_recall,0.54950122341426688,0.54272421419160555,0.55627705627705626
random_seed_1103_internal,logistic_unweighted,accuracy,0.77953074433656955,0.77947888142062904,0.77957223466932202
random_seed_1103_internal,logistic_unweighted,fatal_recall,0,0,0
random_seed_1103_internal,logistic_unweighted,macro_f1,0.29206915737023464,0.29202733396674768,0.29214406923861147
random_seed_1103_internal,logistic_unweighted,mean_asymmetric_cost,0.48439963488507176,0.48433739938594306,0.48445149780101238
random_seed_1103_internal,logistic_unweighted,ordinal_mae,0.23497012696041822,0.23492863662766575,0.23502198987635881
random_seed_1103_internal,logistic_unweighted,qwk,-1.3729218788949282e-05,-0.00012924100190536691,0.00014345003842641812
random_seed_1103_internal,logistic_unweighted,serious_or_fatal_recall,4.7054394880481836e-05,0,0.0001411631846414455
random_seed_1103_internal,logistic_weighted,accuracy,0.48175462617210191,0.47866307775288358,0.48480442494398807
random_seed_1103_internal,logistic_weighted,fatal_recall,0.66022889842632337,0.63519313304721026,0.68454935622317592
random_seed_1103_internal,logistic_weighted,macro_f1,0.322542269137786,0.32003813306409862,0.32504053069731159
random_seed_1103_internal,logistic_weighted,mean_asymmetric_cost,0.79586756285785409,0.79032808480624017,0.80131316903161565
random_seed_1103_internal,logistic_weighted,ordinal_mae,0.70104140735208698,0.69633095801178324,0.70572151688656537
random_seed_1103_internal,logistic_weighted,qwk,0.097481611316593941,0.093399296057725498,0.10162316106885091
