group,candidate,reference,metric,delta,ci_lower,ci_upper,design,iterations
random_seed_5501_2024,lightgbm_weighted,dummy_most_frequent,qwk,0.10197094496706516,0.095811921948931983,0.10801793993538229,paired_true_class_stratified,2000
random_seed_5501_2024,lightgbm_weighted,dummy_most_frequent,serious_or_fatal_recall,0.40911085404284175,0.40284714188838805,0.41529578363716146,paired_true_class_stratified,2000
random_seed_5501_2024,lightgbm_weighted,logistic_unweighted,accuracy,-0.15612274217999145,-0.15888711643068754,-0.15328901086924207,paired_true_class_stratified,2000
random_seed_5501_2024,lightgbm_weighted,logistic_unweighted,fatal_recall,0.24766977363515313,0.22636484687083888,0.26965712383488671,paired_true_class_stratified,2000
random_seed_5501_2024,lightgbm_weighted,logistic_unweighted,macro_f1,0.080224835514181914,0.077180270112805718,0.083421161081043735,paired_true_class_stratified,2000
random_seed_5501_2024,lightgbm_weighted,logistic_unweighted,mean_asymmetric_cost,0.091799023056268414,0.087310382751889987,0.096307231959733341,paired_true_class_stratified,2000
random_seed_5501_2024,lightgbm_weighted,logistic_unweighted,ordinal_mae,0.20077878070288424,0.19710285652005904,0.20431623846938876,paired_true_class_stratified,2000
random_seed_5501_2024,lightgbm_weighted,logistic_unweighted,qwk,0.10192112459755132,0.095724716163506932,0.1079557375784324,paired_true_class_stratified,2000
random_seed_5501_2024,lightgbm_weighted,logistic_unweighted,serious_or_fatal_recall,0.40907096413897642,0.40280625473692605,0.41529578363716146,paired_true_class_stratified,2000
random_seed_5501_2024,lightgbm_weighted,logistic_weighted,accuracy,0.052939253123544749,0.050174631169062865,0.055535931911183264,paired_true_class_stratified,2000
random_seed_5501_2024,lightgbm_weighted,logistic_weighted,fatal_recall,-0.29960053262316916,-0.32490013315579225,-0.27496671105193071,paired_true_class_stratified,2000
random_seed_5501_2024,lightgbm_weighted,logistic_weighted,macro_f1,0.02889227573556552,0.025790310249707862,0.032145843747491611,paired_true_class_stratified,2000
random_seed_5501_2024,lightgbm_weighted,logistic_weighted,mean_asymmetric_cost,-0.10857352343773219,-0.11284418441051455,-0.10397490265241217,paired_true_class_stratified,2000
random_seed_5501_2024,lightgbm_weighted,logistic_weighted,ordinal_mae,-0.13255124991330369,-0.13607879952837196,-0.12877599651233071,paired_true_class_stratified,2000
random_seed_5501_2024,lightgbm_weighted,logistic_weighted,qwk,-0.00021536090102391992,-0.005514073563612526,0.0048431689684245022,paired_true_class_stratified,2000
random_seed_5501_2024,lightgbm_weighted,logistic_weighted,serious_or_fatal_recall,-0.060632653875304143,-0.066377797279508557,-0.05476684351190711,paired_true_class_stratified,2000
random_seed_5501_internal,lightgbm_weighted,dummy_most_frequent,accuracy,-0.23462783171521029,-0.23770874823666077,-0.23158866484109197,paired_true_class_stratified,2000
random_seed_5501_internal,lightgbm_weighted,dummy_most_frequent,fatal_recall,0.36864710093056552,0.34430923407301361,0.39370078740157483,paired_true_class_stratified,2000
random_seed_5501_internal,lightgbm_weighted,dummy_most_frequent,macro_f1,0.061588214821966358,0.058727043059423598,0.064404447415496599,paired_true_class_stratified,2000
random_seed_5501_internal,lightgbm_weighted,dummy_most_frequent,mean_asymmetric_cost,0.17401045556385364,0.16926862915940585,0.17898955480872958,paired_true_class_stratified,2000
random_seed_5501_internal,lightgbm_weighted,dummy_most_frequent,ordinal_mae,0.30640610737698121,0.30239036179570161,0.31080408264874287,paired_true_class_stratified,2000
random_seed_5501_internal,lightgbm_weighted,dummy_most_frequent,qwk,0.11486343570790702,0.10963793627856372,0.11996730788571831,paired_true_class_stratified,2000
random_seed_5501_internal,lightgbm_weighted,dummy_most_frequent,serious_or_fatal_recall,0.55216225118817941,0.54552726930497386,0.55865723965931013,paired_true_class_stratified,2000
random_seed_5501_internal,lightgbm_weighted,logistic_unweighted,accuracy,-0.23454485104970535,-0.23763614015434398,-0.23152591071280393,paired_true_class_stratified,2000
random_seed_5501_internal,lightgbm_weighted,logistic_unweighted,fatal_recall,0.36864710093056552,0.34430923407301361,0.39370078740157483,paired_true_class_stratified,2000
random_seed_5501_internal,lightgbm_weighted,logistic_unweighted,macro_f1,0.061569202954453506,0.05869015025288566,0.064394142080386588,paired_true_class_stratified,2000
random_seed_5501_internal,lightgbm_weighted,logistic_unweighted,mean_asymmetric_cost,0.17397933781428931,0.16923880798274005,0.17894780516139736,paired_true_class_stratified,2000
random_seed_5501_internal,lightgbm_weighted,logistic_unweighted,ordinal_mae,0.3063438718778525,0.30234809351920999,0.31074210646419387,paired_true_class_stratified,2000
random_seed_5501_internal,lightgbm_weighted,logistic_unweighted,qwk,0.11469203129022765,0.10936803496891638,0.11983185682719961,paired_true_class_stratified,2000
random_seed_5501_internal,lightgbm_weighted,logistic_unweighted,serious_or_fatal_recall,0.55202108136087713,0.54533786645334337,0.55856312644110861,paired_true_class_stratified,2000
random_seed_5501_internal,lightgbm_weighted,logistic_weighted,accuracy,0.060057256659198421,0.05710081113600534,0.063106796116504882,paired_true_class_stratified,2000
random_seed_5501_internal,lightgbm_weighted,logistic_weighted,fatal_recall,-0.28203292770221899,-0.30708661417322841,-0.25697924123120974,paired_true_class_stratified,2000
random_seed_5501_internal,lightgbm_weighted,logistic_weighted,macro_f1,0.02958605954639465,0.026666326875948606,0.03245337607978984,paired_true_class_stratified,2000
random_seed_5501_internal,lightgbm_weighted,logistic_weighted,mean_asymmetric_cost,-0.13470873786407767,-0.13951176250933539,-0.12979213343291007,paired_true_class_stratified,2000
random_seed_5501_internal,lightgbm_weighted,logistic_weighted,ordinal_mae,-0.15647041739274747,-0.16068168616712308,-0.15220676707327196,paired_true_class_stratified,2000
random_seed_5501_internal,lightgbm_weighted,logistic_weighted,qwk,0.01689321080789663,0.012565081608445527,0.021137480087108629,paired_true_class_stratified,2000
random_seed_5501_internal,lightgbm_weighted,logistic_weighted,serious_or_fatal_recall,-0.061644157921980081,-0.067667403886875976,-0.055856195002588094,paired_true_class_stratified,2000
temporal_2024,lightgbm_weighted,dummy_most_frequent,accuracy,-0.16483200729239955,-0.16748813498865525,-0.16207704578556786,paired_true_class_stratified,2000
temporal_2024,lightgbm_weighted,dummy_most_frequent,fatal_recall,0.26964047936085217,0.24765312916111851,0.29161118508655126,paired_true_class_stratified,2000
temporal_2024,lightgbm_weighted,dummy_most_frequent,macro_f1,0.079724893948184772,0.076707566099441959,0.082638483092606005,paired_true_class_stratified,2000
temporal_2024,lightgbm_weighted,dummy_most_frequent,mean_asymmetric_cost,0.098596014941492394,0.094156667690508941,0.10290655622380535,paired_true_class_stratified,2000
temporal_2024,lightgbm_weighted,dummy_most_frequent,ordinal_mae,0.21349093899551158,0.20997304982809356,0.21693897569530451,paired_true_class_stratified,2000
temporal_2024,lightgbm_weighted,dummy_most_frequent,qwk,0.10465569181872225,0.098786993695216707,0.11042717423500881,paired_true_class_stratified,2000
temporal_2024,lightgbm_weighted,dummy_most_frequent,serious_or_fatal_recall,0.43025250309146756,0.42406757349714785,0.43603853364713391,paired_true_class_stratified,2000
temporal_2024,lightgbm_weighted,logistic_unweighted,accuracy,-0.16483200729239955,-0.16748813498865525,-0.16207704578556786,paired_true_class_stratified,2000
temporal_2024,lightgbm_weighted,logistic_unweighted,fatal_recall,0.26964047936085217,0.24765312916111851,0.29161118508655126,paired_true_class_stratified,2000
temporal_2024,lightgbm_weighted,logistic_unweighted,macro_f1,0.079724893948184772,0.076707566099441959,0.082638483092606005,paired_true_class_stratified,2000
temporal_2024,lightgbm_weighted,logistic_unweighted,mean_asymmetric_cost,0.098596014941492394,0.094156667690508941,0.10290655622380535,paired_true_class_stratified,2000
temporal_2024,lightgbm_weighted,logistic_unweighted,ordinal_mae,0.21349093899551158,0.20997304982809356,0.21693897569530451,paired_true_class_stratified,2000
temporal_2024,lightgbm_weighted,logistic_unweighted,qwk,0.10465569181872225,0.098786993695216707,0.11042717423500881,paired_true_class_stratified,2000
temporal_2024,lightgbm_weighted,logistic_unweighted,serious_or_fatal_recall,0.43025250309146756,0.42406757349714785,0.43603853364713391,paired_true_class_stratified,2000
temporal_2024,lightgbm_weighted,logistic_weighted,accuracy,0.049748828361092623,0.047043655315227827,0.052533514322232813,paired_true_class_stratified,2000
temporal_2024,lightgbm_weighted,logistic_weighted,fatal_recall,-0.30026631158455391,-0.32490013315579225,-0.27496671105193082,paired_true_class_stratified,2000
temporal_2024,lightgbm_weighted,logistic_weighted,macro_f1,0.028626933029300583,0.025555145178550582,0.03172461829514267,paired_true_class_stratified,2000
temporal_2024,lightgbm_weighted,logistic_weighted,mean_asymmetric_cost,-0.10827627889464664,-0.11292394502957574,-0.10367840122068422,paired_true_class_stratified,2000
temporal_2024,lightgbm_weighted,logistic_weighted,ordinal_mae,-0.13140190434670601,-0.13540504523071126,-0.12756695433332998,paired_true_class_stratified,2000
temporal_2024,lightgbm_weighted,logistic_weighted,qwk,-0.00052436190303117858,-0.0055088129646390675,0.0046682811170984549,paired_true_class_stratified,2000
temporal_2024,lightgbm_weighted,logistic_weighted,serious_or_fatal_recall,-0.057122342335154952,-0.063066935258686022,-0.051457975986277882,paired_true_class_stratified,2000
