evaluation_group,evaluation_design,seed,metric,higher_is_better,contrast,logistic_value,lightgbm_value,point_difference,ci_lower,ci_upper,iterations,valid_iterations,bootstrap_design
random_seed_5501_2025_diagnostic,random_2025_diagnostic,5501,minor_recall,True,lightgbm_minus_logistic,0.52870347847239119,0.57005594745803945,0.041352468985648261,0.030892726830454853,0.051936876672342494,2000,2000,paired_stratified
random_seed_5501_2025_diagnostic,random_2025_diagnostic,5501,ordinal_mae,False,lightgbm_minus_logistic,0.73942325934357811,0.65822424587364825,-0.081199013469929859,-0.094384367292733806,-0.068011288180610821,2000,2000,paired_stratified
random_seed_5501_2025_diagnostic,random_2025_diagnostic,5501,qwk,True,lightgbm_minus_logistic,0.097210217608944771,0.090737489934922588,-0.0064727276740221829,-0.018229863236272261,0.0051674652885608423,2000,2000,paired_stratified
random_seed_5501_2025_diagnostic,random_2025_diagnostic,5501,serious_or_fatal_recall,True,lightgbm_minus_logistic,0.63275862068965516,0.56465517241379315,-0.068103448275862011,-0.087500000000000022,-0.049137931034482829,2000,2000,paired_stratified
random_seed_5501_2025_diagnostic,random_2025_diagnostic,5501,serious_recall,True,lightgbm_minus_logistic,0.24599708879184862,0.26928675400291119,0.023289665211062571,0.00097040271712761639,0.044638524987869937,2000,2000,paired_stratified
random_seed_5501_internal_test,random_internal_test,5501,accuracy,True,lightgbm_minus_logistic,0.47800286474319625,0.50828729281767959,0.030284428074483338,0.016369961121342369,0.044608144055657828,2000,2000,paired_stratified
random_seed_5501_internal_test,random_internal_test,5501,fatal_recall,True,lightgbm_minus_logistic,0.61654135338345861,0.42105263157894735,-0.19548872180451127,-0.27819548872180455,-0.11278195488721804,2000,2000,paired_stratified
random_seed_5501_internal_test,random_internal_test,5501,macro_f1,True,lightgbm_minus_logistic,0.32372471291894406,0.33163954303522297,0.0079148301162789148,-0.0053557336976877909,0.020801734512326465,2000,2000,paired_stratified
random_seed_5501_internal_test,random_internal_test,5501,mean_asymmetric_cost,False,lightgbm_minus_logistic,0.84550849191733168,0.77900552486187846,-0.066502967055453222,-0.090050133005934174,-0.043789645999590787,2000,2000,paired_stratified
random_seed_5501_internal_test,random_internal_test,5501,minor_recall,True,lightgbm_minus_logistic,0.53751311647429167,0.57528856243441762,0.037775445960125942,0.021511017838405033,0.054039874081846739,2000,2000,paired_stratified
random_seed_5501_internal_test,random_internal_test,5501,ordinal_mae,False,lightgbm_minus_logistic,0.73889912011458969,0.65172907714344175,-0.087170042971147943,-0.10722324534479233,-0.067730714139553894,2000,2000,paired_stratified
random_seed_5501_internal_test,random_internal_test,5501,qwk,True,lightgbm_minus_logistic,0.098236916692046372,0.1036386533794994,0.0054017366874530293,-0.012059735266527215,0.023563905845086046,2000,2000,paired_stratified
random_seed_5501_internal_test,random_internal_test,5501,serious_or_fatal_recall,True,lightgbm_minus_logistic,0.61023255813953492,0.56465116279069771,-0.045581395348837206,-0.07348837209302328,-0.018604651162790753,2000,2000,paired_stratified
random_seed_5501_internal_test,random_internal_test,5501,serious_recall,True,lightgbm_minus_logistic,0.21762208067940553,0.2494692144373673,0.031847133757961776,-0.0010615711252653925,0.063694267515923553,2000,2000,paired_stratified
temporal_2025,temporal_test,year_based,accuracy,True,lightgbm_minus_logistic,0.47865680136596472,0.48947068867387594,0.010813887307911219,0.0024663251754885583,0.019446025422121038,2000,2000,paired_stratified
temporal_2025,temporal_test,year_based,fatal_recall,True,lightgbm_minus_logistic,0.61389961389961389,0.45173745173745172,-0.16216216216216217,-0.22393822393822388,-0.10424710424710421,2000,2000,paired_stratified
temporal_2025,temporal_test,year_based,macro_f1,True,lightgbm_minus_logistic,0.32805050765411542,0.32732870288717358,-0.00072180476694183593,-0.0086434490862411211,0.007378565293686282,2000,2000,paired_stratified
temporal_2025,temporal_test,year_based,mean_asymmetric_cost,False,lightgbm_minus_logistic,0.83551508252703477,0.81341301460823379,-0.022102067918800983,-0.037184594953519223,-0.0076835515082527258,2000,2000,paired_stratified
temporal_2025,temporal_test,year_based,minor_recall,True,lightgbm_minus_logistic,0.53296035027973732,0.54658234006324491,0.013621989783507593,0.0037703721722208705,0.022865482850887853,2000,2000,paired_stratified
temporal_2025,temporal_test,year_based,ordinal_mae,False,lightgbm_minus_logistic,0.73752608613166382,0.69768544868146465,-0.039840637450199168,-0.05255406943653957,-0.027319294251565207,2000,2000,paired_stratified
temporal_2025,temporal_test,year_based,qwk,True,lightgbm_minus_logistic,0.10331429835713046,0.088729904332625731,-0.014584394024504732,-0.025139715850488336,-0.0035387213870364423,2000,2000,paired_stratified
temporal_2025,temporal_test,year_based,serious_or_fatal_recall,True,lightgbm_minus_logistic,0.64094827586206893,0.59655172413793101,-0.044396551724137923,-0.0625,-0.027144396551724157,2000,2000,paired_stratified
temporal_2025,temporal_test,year_based,serious_recall,True,lightgbm_minus_logistic,0.245026686074721,0.26637554585152839,0.021348859776807394,0.00097040271712761498,0.041727316836487116,2000,2000,paired_stratified
