protocol,seed,evaluation_role,training_rows,validation_rows,training_years,validation_years,candidate_id,checkpoint_trees,validation_multi_logloss,fit_seconds_full_2000,macro_f1,qwk,ordinal_mae,accuracy,slight_recall,serious_recall,fatal_recall,serious_or_fatal_recall,mean_asymmetric_cost
temporal,year_based,validation,538461,104258,2018;2019;2020;2021;2022,2023,C03,1200,0.8748089417278953,65.5814684999641,0.3572702671637942,0.11629359903346226,0.5416658673674922,0.5466918605766464,0.6087290978334888,0.3471285945899821,0.3876478318002628,0.5317307692307692,0.6716510963187478
temporal,year_based,validation,538461,104258,2018;2019;2020;2021;2022,2023,C03,1500,0.8603283513940913,65.5814684999641,0.35961223342972887,0.11576871374595366,0.5271441999654702,0.5533963820522166,0.6162702716335847,0.35378445259834457,0.35151116951379763,0.5215945512820512,0.6606111761207774
temporal,year_based,validation,538461,104258,2018;2019;2020;2021;2022,2023,C03,2000,0.8432447636665582,65.5814684999641,0.3627762185625631,0.11532966938396028,0.5111837940493775,0.5612998522895125,0.6253625564326969,0.3602696475808516,0.3193166885676741,0.5098958333333333,0.6483914903412688
