year,field_name,raw_code,official_label,count,pct_of_year,handling
2019,second_road_class,4,B,4778,0.040651374897903624,explicit_category
2019,second_road_class,5,C,3763,0.03201572284236319,explicit_category
2019,second_road_class,1,Motorway,522,0.004441192485706507,explicit_category
2019,second_road_class,-1,Data missing or out of range,115,0.0009784236319085216,explicit_unknown_or_not_applicable_category
2019,second_road_class,2,A(M),65,0.00055302205281786,explicit_category
2019,pedestrian_crossing,0,No physical crossing facility within 50m,90637,0.7711424584808059,explicit_category
2019,pedestrian_crossing,15,Pedestrian phase at traffic signal,9095,0.07738054723659134,explicit_category
2019,pedestrian_crossing,14,Pedestrian light crossing (pelican or puffin or toucan or similar),6088,0.051796896270078954,explicit_category
2019,pedestrian_crossing,13,Zebra crossing,4491,0.03820956983392322,explicit_category
2019,pedestrian_crossing,17,Central refuge - no other controls,2907,0.024732847808331064,explicit_category
2019,pedestrian_crossing,99,unknown (self reported),2205,0.018760209637898175,explicit_unknown_or_not_applicable_category
2019,pedestrian_crossing,12,Human crossing control by other authorised person,1241,0.01055846719303022,explicit_category
2019,pedestrian_crossing,11,Human crossing control by school crossing patrol,477,0.0040583310645249115,explicit_category
2019,pedestrian_crossing,16,Footbridge or subway,252,0.002144023958616934,explicit_category
2019,pedestrian_crossing,-1,Data missing or out of range,143,0.0012166485161992922,explicit_unknown_or_not_applicable_category
2019,light_conditions,1,Daylight,83511,0.7105142254288048,explicit_category
2019,light_conditions,4,Darkness - lights lit,24407,0.20765552681731556,explicit_category
2019,light_conditions,6,Darkness - no lighting,6092,0.051830928396406205,explicit_category
2019,light_conditions,7,Darkness - lighting unknown,2634,0.022410155186496052,explicit_unknown_or_not_applicable_category
2019,light_conditions,5,Darkness - lights unlit,891,0.0075806561393955895,explicit_category
2019,light_conditions,-1,Data missing or out of range,1,8.508031581813232e-06,explicit_unknown_or_not_applicable_category
2019,weather_conditions,1,Fine no high winds,92316,0.7854274435066703,explicit_category
2019,weather_conditions,2,Raining no high winds,15294,0.13012183501225155,explicit_category
2019,weather_conditions,9,Unknown,3436,0.029233596515110264,explicit_unknown_or_not_applicable_category
2019,weather_conditions,8,Other,3043,0.025889940103457663,explicit_category
2019,weather_conditions,5,Raining + high winds,1430,0.012166485161992922,explicit_category
2019,weather_conditions,4,Fine + high winds,1230,0.010464878845630275,explicit_category
2019,weather_conditions,7,Fog or mist,394,0.003352164443234413,explicit_category
2019,weather_conditions,3,Snowing no high winds,353,0.0030033351483800706,explicit_category
2019,weather_conditions,6,Snowing + high winds,40,0.00034032126327252925,explicit_category
2019,road_surface_conditions,1,Dry,82321,0.7003896678464471,explicit_category
2019,road_surface_conditions,2,Wet or damp,32259,0.27446059079771307,explicit_category
2019,road_surface_conditions,4,Frost or ice,1185,0.01008201742444868,explicit_category
2019,road_surface_conditions,9,unknown (self reported),1050,0.008933433160903894,explicit_unknown_or_not_applicable_category
2019,road_surface_conditions,-1,Data missing or out of range,299,0.0025439014429621564,explicit_unknown_or_not_applicable_category
2019,road_surface_conditions,3,Snow,245,0.002084467737544242,explicit_category
2019,road_surface_conditions,5,Flood over 3cm. deep,177,0.001505921589980942,explicit_category
2019,special_conditions_at_site,0,None,113157,0.9627433297032398,explicit_category
2019,special_conditions_at_site,9,unknown (self reported),1579,0.013434181867683094,explicit_unknown_or_not_applicable_category
2019,special_conditions_at_site,4,Roadworks,1328,0.011298665940647972,explicit_category
2019,special_conditions_at_site,7,Mud,295,0.0025098693166349033,explicit_category
2019,special_conditions_at_site,1,Auto traffic signal - out,276,0.002348216716580452,explicit_category
2019,special_conditions_at_site,5,Road surface defective,240,0.0020419275796351756,explicit_category
2019,special_conditions_at_site,-1,Data missing or out of range,240,0.0020419275796351756,explicit_unknown_or_not_applicable_category
2019,special_conditions_at_site,3,Road sign or marking defective or obscured,200,0.0017016063163626464,explicit_category
2019,special_conditions_at_site,6,Oil or diesel,183,0.0015569697794718214,explicit_category
2019,special_conditions_at_site,2,Auto signal part defective,38,0.0003233052001089028,explicit_category
2019,carriageway_hazards,0,None,111885,0.9519211135311735,explicit_category
2019,carriageway_hazards,13,Roadworks,1328,0.011298665940647972,explicit_category
2019,carriageway_hazards,99,unknown (self reported),987,0.00839742717124966,explicit_unknown_or_not_applicable_category
2019,carriageway_hazards,17,Other object in carriageway,896,0.007623196297304655,explicit_category
2019,carriageway_hazards,20,Any animal in carriageway (except ridden horse),339,0.0028842227062346854,explicit_category
2019,carriageway_hazards,11,Defective traffic signals,314,0.0026715219166893547,explicit_category
2019,carriageway_hazards,15,Mud,295,0.0025098693166349033,explicit_category
2019,carriageway_hazards,16,Dislodged vehicle load in carriageway,261,0.0022205962428532536,explicit_category
2019,carriageway_hazards,21,Poor or defective road surface,240,0.0020419275796351756,explicit_category
2019,carriageway_hazards,19,Pedestrian in carriageway - not injured,212,0.001803702695344405,explicit_category
2019,carriageway_hazards,12,Permanent road signing or markings defective or obscured or inadequate,200,0.0017016063163626464,explicit_category
2019,carriageway_hazards,18,Involvement with previous collision,199,0.0016930982847808331,explicit_category
2019,carriageway_hazards,-1,Data missing or out of range,197,0.0016760822216172065,explicit_unknown_or_not_applicable_category
2019,carriageway_hazards,14,Oil or diesel,183,0.0015569697794718214,explicit_category
2019,urban_or_rural_area,1,Urban,79533,0.6766692757963517,explicit_category
2019,urban_or_rural_area,2,Rural,37975,0.32309249931935746,explicit_category
2019,urban_or_rural_area,3,Unallocated,28,0.00023822488429077048,explicit_category
2019,trunk_road_flag,2,Non-trunk,99630,0.8476551864960523,explicit_category
2019,trunk_road_flag,-1,Data missing or out of range,10001,0.08508882384971413,explicit_unknown_or_not_applicable_category
2019,trunk_road_flag,1,Trunk (Roads managed by Highways England),7905,0.0672559896542336,explicit_category
2020,day_of_week,6,Friday,14889,0.16325836906106428,explicit_category
2020,day_of_week,5,Thursday,14056,0.15412449697913355,explicit_category
2020,day_of_week,4,Wednesday,13564,0.14872970098356342,explicit_category
2020,day_of_week,3,Tuesday,13267,0.14547308632770095,explicit_category
2020,day_of_week,2,Monday,12772,0.14004539523459686,explicit_category
2020,day_of_week,7,Saturday,12336,0.13526464105966074,explicit_category
2020,day_of_week,1,Sunday,10315,0.1131043103542802,explicit_category
2020,first_road_class,3,A,40604,0.44522418008969394,explicit_category
2020,first_road_class,6,Unclassified,31709,0.34769021590149013,explicit_category
2020,first_road_class,4,B,11490,0.12598822355508285,explicit_category
2020,first_road_class,5,C,4815,0.05279663154201252,explicit_category
2020,first_road_class,1,Motorway,2374,0.026030987181876995,explicit_category
2020,first_road_class,2,A(M),207,0.002269761729843529,explicit_category
2020,road_type,6,Single carriageway,66929,0.7338786609502297,explicit_category
2020,road_type,3,Dual carriageway,13206,0.14480421934451035,explicit_category
2020,road_type,1,Roundabout,5580,0.06118488141317339,explicit_category
2020,road_type,9,Unknown,2006,0.02199585521771072,explicit_unknown_or_not_applicable_category
2020,road_type,2,One way street,1966,0.021557253917257865,explicit_category
2020,road_type,7,Slip road,1512,0.016579129157117952,explicit_category
2020,junction_detail,0,Not at junction or within 20 metres,47763,0.5237228478382439,explicit_category
2020,junction_detail,13,T or staggered junction,25626,0.2809899231351221,explicit_category
2020,junction_detail,16,Crossroads,8429,0.09242425903792804,explicit_category
2020,junction_detail,19,Other junction,4705,0.05159047796576717,explicit_category
2020,junction_detail,18,Using private drive or entrance,1887,0.020691016348863476,explicit_category
2020,junction_detail,-1,Data missing or out of range,1510,0.01655719909209531,explicit_unknown_or_not_applicable_category
2020,junction_detail,17,Junction with more than four arms (not roundabout),1279,0.014024276581980065,explicit_category
2020,junction_control,4,Give way or uncontrolled,39998,0.4385793703878332,explicit_category
2020,junction_control,-1,Data missing or out of range,38298,0.41993881511858683,explicit_unknown_or_not_applicable_category
2020,junction_control,2,Auto traffic signal,10407,0.11411309334532177,explicit_category
2020,junction_control,9,unknown (self reported),1536,0.016842289937389666,explicit_unknown_or_not_applicable_category
2020,junction_control,3,Stop sign,583,0.0063926139541003735,explicit_category
2020,junction_control,1,Authorised person,377,0.004133817256768166,explicit_category
2020,second_road_class,0,Not at junction or within 20 metres,37956,0.41618877399971493,explicit_category
2020,second_road_class,6,Unclassified,36435,0.39951095954999505,explicit_category
2020,second_road_class,3,A,9566,0.10489150100330047,explicit_category
2020,second_road_class,4,B,3656,0.04008815886139103,explicit_category
2020,second_road_class,5,C,3154,0.03458371254070768,explicit_category
2020,second_road_class,1,Motorway,314,0.0034430202085549183,explicit_category
2020,second_road_class,-1,Data missing or out of range,82,0.0008991326659283545,explicit_unknown_or_not_applicable_category
2020,second_road_class,2,A(M),36,0.00039474117040757026,explicit_category
2020,pedestrian_crossing,0,No physical crossing facility within 50m,69735,0.7646465421769976,explicit_category
2020,pedestrian_crossing,15,Pedestrian phase at traffic signal,7080,0.07763243018015549,explicit_category
2020,pedestrian_crossing,14,Pedestrian light crossing (pelican or puffin or toucan or similar),4552,0.04991282799153499,explicit_category
2020,pedestrian_crossing,13,Zebra crossing,3582,0.03927674645555324,explicit_category
2020,pedestrian_crossing,17,Central refuge - no other controls,2396,0.026272217897126065,explicit_category
2020,pedestrian_crossing,99,unknown (self reported),2161,0.023695435256965536,explicit_unknown_or_not_applicable_category
2020,pedestrian_crossing,12,Human crossing control by other authorised person,980,0.010745731861094968,explicit_category
2020,pedestrian_crossing,11,Human crossing control by school crossing patrol,386,0.004232502549370059,explicit_category
2020,pedestrian_crossing,16,Footbridge or subway,195,0.0021381813397076724,explicit_category
2020,pedestrian_crossing,-1,Data missing or out of range,132,0.0014473842914944242,explicit_unknown_or_not_applicable_category
2020,light_conditions,1,Daylight,64458,0.7067840656147546,explicit_category
2020,light_conditions,4,Darkness - lights lit,19026,0.20862070856040088,explicit_category
2020,light_conditions,6,Darkness - no lighting,4835,0.05301593219223895,explicit_category
2020,light_conditions,7,Darkness - lighting unknown,2194,0.024057281329839142,explicit_unknown_or_not_applicable_category
2020,light_conditions,5,Darkness - lights unlit,685,0.007511047270255157,explicit_category
2020,light_conditions,-1,Data missing or out of range,1,1.0965032511321396e-05,explicit_unknown_or_not_applicable_category
2020,weather_conditions,1,Fine no high winds,70729,0.7755457844932511,explicit_category
2020,weather_conditions,2,Raining no high winds,11583,0.12700797157863572,explicit_category
2020,weather_conditions,8,Other,2629,0.02882707047226395,explicit_category
2020,weather_conditions,9,Unknown,2423,0.026568273774931744,explicit_unknown_or_not_applicable_category
2020,weather_conditions,5,Raining + high winds,1665,0.018256779131350126,explicit_category
2020,weather_conditions,4,Fine + high winds,1401,0.015362010548361275,explicit_category
2020,weather_conditions,7,Fog or mist,510,0.005592166580773912,explicit_category
2020,weather_conditions,3,Snowing no high winds,185,0.002028531014594458,explicit_category
2020,weather_conditions,6,Snowing + high winds,73,0.0008004473733264619,explicit_category
2020,weather_conditions,-1,Data missing or out of range,1,1.0965032511321396e-05,explicit_unknown_or_not_applicable_category
2020,road_surface_conditions,1,Dry,62698,0.6874856083948289,explicit_category
2020,road_surface_conditions,2,Wet or damp,26240,0.28772245309707345,explicit_category
2020,road_surface_conditions,9,unknown (self reported),847,0.009287382537089222,explicit_unknown_or_not_applicable_category
2020,road_surface_conditions,4,Frost or ice,764,0.008377284838649546,explicit_category
2020,road_surface_conditions,-1,Data missing or out of range,316,0.0034649502735775613,explicit_unknown_or_not_applicable_category
2020,road_surface_conditions,5,Flood over 3cm. deep,184,0.002017565982083137,explicit_category
2020,road_surface_conditions,3,Snow,150,0.0016447548766982095,explicit_category
2020,special_conditions_at_site,0,None,87309,0.9573460235309598,explicit_category
2020,special_conditions_at_site,9,unknown (self reported),1452,0.015921227206438668,explicit_unknown_or_not_applicable_category
2020,special_conditions_at_site,4,Roadworks,1106,0.012127325957521464,explicit_category
2020,special_conditions_at_site,7,Mud,317,0.0034759153060888825,explicit_category
2020,special_conditions_at_site,5,Road surface defective,228,0.0025000274125812783,explicit_category
2020,special_conditions_at_site,-1,Data missing or out of range,218,0.0023903770874680644,explicit_unknown_or_not_applicable_category
2020,special_conditions_at_site,1,Auto traffic signal - out,213,0.0023355519249114573,explicit_category
2020,special_conditions_at_site,3,Road sign or marking defective or obscured,158,0.0017324751367887806,explicit_category
2020,special_conditions_at_site,6,Oil or diesel,151,0.0016557199092095307,explicit_category
2020,special_conditions_at_site,2,Auto signal part defective,47,0.0005153565280321056,explicit_category
2020,carriageway_hazards,0,None,86179,0.9449555367931666,explicit_category
2020,carriageway_hazards,13,Roadworks,1106,0.012127325957521464,explicit_category
2020,carriageway_hazards,17,Other object in carriageway,926,0.010153620105483614,explicit_category
2020,carriageway_hazards,99,unknown (self reported),873,0.00957247338238358,explicit_unknown_or_not_applicable_category
2020,carriageway_hazards,15,Mud,317,0.0034759153060888825,explicit_category
2020,carriageway_hazards,20,Any animal in carriageway (except ridden horse),306,0.0033552999484643474,explicit_category
2020,carriageway_hazards,11,Defective traffic signals,260,0.002850908452943563,explicit_category
2020,carriageway_hazards,21,Poor or defective road surface,228,0.0025000274125812783,explicit_category
2020,carriageway_hazards,16,Dislodged vehicle load in carriageway,206,0.0022587966973322076,explicit_category
2020,carriageway_hazards,-1,Data missing or out of range,196,0.0021491463722189937,explicit_unknown_or_not_applicable_category
2020,carriageway_hazards,12,Permanent road signing or markings defective or obscured or inadequate,158,0.0017324751367887806,explicit_category
2020,carriageway_hazards,14,Oil or diesel,151,0.0016557199092095307,explicit_category
2020,carriageway_hazards,19,Pedestrian in carriageway - not injured,147,0.0016118597791642453,explicit_category
2020,carriageway_hazards,18,Involvement with previous collision,146,0.0016008947466529238,explicit_category
2020,urban_or_rural_area,1,Urban,61737,0.6769482121514491,explicit_category
2020,urban_or_rural_area,2,Rural,29448,0.3228982773933925,explicit_category
2020,urban_or_rural_area,3,Unallocated,14,0.00015351045515849955,explicit_category
2020,trunk_road_flag,2,Non-trunk,79222,0.8686718056119036,explicit_category
2020,trunk_road_flag,-1,Data missing or out of range,6710,0.07357536815096656,explicit_unknown_or_not_applicable_category
2020,trunk_road_flag,1,Trunk (Roads managed by Highways England),5267,0.057752826237129795,explicit_category
2021,day_of_week,6,Friday,17027,0.16843906733803554,explicit_category
2021,day_of_week,5,Thursday,15125,0.14962359155974556,explicit_category
2021,day_of_week,4,Wednesday,14901,0.14740767853433182,explicit_category
2021,day_of_week,3,Tuesday,14603,0.14445972281302244,explicit_category
2021,day_of_week,2,Monday,13974,0.13823735989790972,explicit_category
2021,day_of_week,7,Saturday,13961,0.1381087578026848,explicit_category
2021,day_of_week,1,Sunday,11496,0.11372382205427009,explicit_category
2021,first_road_class,3,A,45054,0.4456952921740679,explicit_category
2021,first_road_class,6,Unclassified,35596,0.35213232166351754,explicit_category
2021,first_road_class,4,B,12611,0.12475392483702158,explicit_category
2021,first_road_class,5,C,4438,0.04390277681600997,explicit_category
2021,first_road_class,1,Motorway,3105,0.030716115821025455,explicit_category
2021,first_road_class,2,A(M),283,0.0027995686883575534,explicit_category
2021,road_type,6,Single carriageway,73054,0.722684420350787,explicit_category
2021,road_type,3,Dual carriageway,15299,0.1513448811419866,explicit_category
2021,road_type,1,Roundabout,5947,0.05883051233096244,explicit_category
2021,road_type,9,Unknown,2607,0.025789666327025236,explicit_unknown_or_not_applicable_category
2021,road_type,2,One way street,2300,0.02275267838594478,explicit_category
2021,road_type,7,Slip road,1880,0.018597841463293994,explicit_category
2021,junction_detail,0,Not at junction or within 20 metres,52176,0.5161494554195891,explicit_category
2021,junction_detail,13,T or staggered junction,27699,0.27401149504881933,explicit_category
2021,junction_detail,16,Crossroads,9371,0.0927023257194298,explicit_category
2021,junction_detail,19,Other junction,6051,0.05985932909276168,explicit_category
2021,junction_detail,18,Using private drive or entrance,2209,0.021852463719370444,explicit_category
2021,junction_detail,-1,Data missing or out of range,2061,0.020388378327579212,explicit_unknown_or_not_applicable_category
2021,junction_detail,17,Junction with more than four arms (not roundabout),1520,0.015036552672450463,explicit_category
2021,junction_control,4,Give way or uncontrolled,44789,0.4430737879252525,explicit_category
2021,junction_control,-1,Data missing or out of range,42057,0.4160475629902955,explicit_unknown_or_not_applicable_category
2021,junction_control,2,Auto traffic signal,11302,0.11180468309475997,explicit_category
2021,junction_control,9,unknown (self reported),1890,0.018696766151928536,explicit_unknown_or_not_applicable_category
2021,junction_control,3,Stop sign,651,0.006439997230108718,explicit_category
2021,junction_control,1,Authorised person,398,0.003937202607654793,explicit_category
2021,second_road_class,6,Unclassified,41646,0.4119817582874158,explicit_category
2021,second_road_class,0,Not at junction or within 20 metres,41538,0.41091337165016273,explicit_category
2021,second_road_class,3,A,10783,0.1066704917546272,explicit_category
2021,second_road_class,4,B,3923,0.03880815535133103,explicit_category
