evaluation_scope,split_slug,protocol,seed,model,family,reporting_role,test_rows,transform_seconds,prediction_seconds,unseen_total,unseen_by_feature,preprocessor_action,preprocessor_fit_operations
random_model_on_2024,random_seed_3301,random_reference,3301,dummy_most_frequent,D8,primary_floor,100927,0.9009863999672234,0.00202990003162995,2,"{""feature_carriageway_hazards"": 0, ""feature_day_of_week"": 0, ""feature_first_road_class"": 0, ""feature_hour"": 0, ""feature_junction_control"": 0, ""feature_junction_detail"": 2, ""feature_light_conditions"": 0, ""feature_month"": 0, ""feature_pedestrian_crossing"": 0, ""feature_road_surface_conditions"": 0, ""feature_road_type"": 0, ""feature_second_road_class"": 0, ""feature_special_conditions_at_site"": 0, ""feature_trunk_road_flag"": 0, ""feature_urban_or_rural_area"": 0, ""feature_weather_conditions"": 0}",transform_only,0
random_model_on_2024,random_seed_3301,random_reference,3301,logistic_unweighted,D8,secondary_linear_baseline,100927,1.032223099959083,0.012305500044021755,2,"{""feature_carriageway_hazards"": 0, ""feature_day_of_week"": 0, ""feature_first_road_class"": 0, ""feature_hour"": 0, ""feature_junction_control"": 0, ""feature_junction_detail"": 2, ""feature_light_conditions"": 0, ""feature_month"": 0, ""feature_pedestrian_crossing"": 0, ""feature_road_surface_conditions"": 0, ""feature_road_type"": 0, ""feature_second_road_class"": 0, ""feature_special_conditions_at_site"": 0, ""feature_trunk_road_flag"": 0, ""feature_urban_or_rural_area"": 0, ""feature_weather_conditions"": 0}",transform_only,0
random_model_on_2024,random_seed_3301,random_reference,3301,logistic_weighted,D8,primary_linear_comparator,100927,0.3192630000412464,0.011075899994466454,2,"{""feature_carriageway_hazards"": 0, ""feature_day_of_week"": 0, ""feature_first_road_class"": 0, ""feature_hour"": 0, ""feature_junction_control"": 0, ""feature_junction_detail"": 2, ""feature_light_conditions"": 0, ""feature_month"": 0, ""feature_pedestrian_crossing"": 0, ""feature_road_surface_conditions"": 0, ""feature_road_type"": 0, ""feature_second_road_class"": 0, ""feature_special_conditions_at_site"": 0, ""feature_trunk_road_flag"": 0, ""feature_urban_or_rural_area"": 0, ""feature_weather_conditions"": 0}",transform_only,0
random_model_on_2024,random_seed_3301,random_reference,3301,ordered_logit_unweighted,D9,secondary_ordinal_baseline,100927,0.49741359998006374,0.009357200004160404,2,"{""feature_carriageway_hazards"": 0, ""feature_day_of_week"": 0, ""feature_first_road_class"": 0, ""feature_hour"": 0, ""feature_junction_control"": 0, ""feature_junction_detail"": 2, ""feature_light_conditions"": 0, ""feature_month"": 0, ""feature_pedestrian_crossing"": 0, ""feature_road_surface_conditions"": 0, ""feature_road_type"": 0, ""feature_second_road_class"": 0, ""feature_special_conditions_at_site"": 0, ""feature_trunk_road_flag"": 0, ""feature_urban_or_rural_area"": 0, ""feature_weather_conditions"": 0}",transform_only,0
random_model_on_2024,random_seed_3301,random_reference,3301,lightgbm_weighted,D10,primary_nonlinear_comparator,100927,0.1401406000368297,7.283819000003859,2,"{""feature_carriageway_hazards"": 0, ""feature_day_of_week"": 0, ""feature_first_road_class"": 0, ""feature_hour"": 0, ""feature_junction_control"": 0, ""feature_junction_detail"": 2, ""feature_light_conditions"": 0, ""feature_month"": 0, ""feature_pedestrian_crossing"": 0, ""feature_road_surface_conditions"": 0, ""feature_road_type"": 0, ""feature_second_road_class"": 0, ""feature_special_conditions_at_site"": 0, ""feature_trunk_road_flag"": 0, ""feature_urban_or_rural_area"": 0, ""feature_weather_conditions"": 0}",transform_only,0
random_model_on_2024,random_seed_4409,random_reference,4409,dummy_most_frequent,D8,primary_floor,100927,0.9707105999696068,0.004127599997445941,2,"{""feature_carriageway_hazards"": 0, ""feature_day_of_week"": 0, ""feature_first_road_class"": 0, ""feature_hour"": 0, ""feature_junction_control"": 0, ""feature_junction_detail"": 2, ""feature_light_conditions"": 0, ""feature_month"": 0, ""feature_pedestrian_crossing"": 0, ""feature_road_surface_conditions"": 0, ""feature_road_type"": 0, ""feature_second_road_class"": 0, ""feature_special_conditions_at_site"": 0, ""feature_trunk_road_flag"": 0, ""feature_urban_or_rural_area"": 0, ""feature_weather_conditions"": 0}",transform_only,0
random_model_on_2024,random_seed_4409,random_reference,4409,logistic_unweighted,D8,secondary_linear_baseline,100927,0.9802760999882594,0.03810940001858398,2,"{""feature_carriageway_hazards"": 0, ""feature_day_of_week"": 0, ""feature_first_road_class"": 0, ""feature_hour"": 0, ""feature_junction_control"": 0, ""feature_junction_detail"": 2, ""feature_light_conditions"": 0, ""feature_month"": 0, ""feature_pedestrian_crossing"": 0, ""feature_road_surface_conditions"": 0, ""feature_road_type"": 0, ""feature_second_road_class"": 0, ""feature_special_conditions_at_site"": 0, ""feature_trunk_road_flag"": 0, ""feature_urban_or_rural_area"": 0, ""feature_weather_conditions"": 0}",transform_only,0
random_model_on_2024,random_seed_4409,random_reference,4409,logistic_weighted,D8,primary_linear_comparator,100927,0.9858600999577902,0.03325179999228567,2,"{""feature_carriageway_hazards"": 0, ""feature_day_of_week"": 0, ""feature_first_road_class"": 0, ""feature_hour"": 0, ""feature_junction_control"": 0, ""feature_junction_detail"": 2, ""feature_light_conditions"": 0, ""feature_month"": 0, ""feature_pedestrian_crossing"": 0, ""feature_road_surface_conditions"": 0, ""feature_road_type"": 0, ""feature_second_road_class"": 0, ""feature_special_conditions_at_site"": 0, ""feature_trunk_road_flag"": 0, ""feature_urban_or_rural_area"": 0, ""feature_weather_conditions"": 0}",transform_only,0
random_model_on_2024,random_seed_4409,random_reference,4409,ordered_logit_unweighted,D9,secondary_ordinal_baseline,100927,1.3701121000340208,0.02441980002913624,2,"{""feature_carriageway_hazards"": 0, ""feature_day_of_week"": 0, ""feature_first_road_class"": 0, ""feature_hour"": 0, ""feature_junction_control"": 0, ""feature_junction_detail"": 2, ""feature_light_conditions"": 0, ""feature_month"": 0, ""feature_pedestrian_crossing"": 0, ""feature_road_surface_conditions"": 0, ""feature_road_type"": 0, ""feature_second_road_class"": 0, ""feature_special_conditions_at_site"": 0, ""feature_trunk_road_flag"": 0, ""feature_urban_or_rural_area"": 0, ""feature_weather_conditions"": 0}",transform_only,0
random_model_on_2024,random_seed_4409,random_reference,4409,lightgbm_weighted,D10,primary_nonlinear_comparator,100927,0.41686850000405684,12.979311399976723,2,"{""feature_carriageway_hazards"": 0, ""feature_day_of_week"": 0, ""feature_first_road_class"": 0, ""feature_hour"": 0, ""feature_junction_control"": 0, ""feature_junction_detail"": 2, ""feature_light_conditions"": 0, ""feature_month"": 0, ""feature_pedestrian_crossing"": 0, ""feature_road_surface_conditions"": 0, ""feature_road_type"": 0, ""feature_second_road_class"": 0, ""feature_special_conditions_at_site"": 0, ""feature_trunk_road_flag"": 0, ""feature_urban_or_rural_area"": 0, ""feature_weather_conditions"": 0}",transform_only,0
random_model_on_2024,random_seed_5501,random_reference,5501,dummy_most_frequent,D8,primary_floor,100927,0.9516543000354432,0.002204699965659529,2,"{""feature_carriageway_hazards"": 0, ""feature_day_of_week"": 0, ""feature_first_road_class"": 0, ""feature_hour"": 0, ""feature_junction_control"": 0, ""feature_junction_detail"": 2, ""feature_light_conditions"": 0, ""feature_month"": 0, ""feature_pedestrian_crossing"": 0, ""feature_road_surface_conditions"": 0, ""feature_road_type"": 0, ""feature_second_road_class"": 0, ""feature_special_conditions_at_site"": 0, ""feature_trunk_road_flag"": 0, ""feature_urban_or_rural_area"": 0, ""feature_weather_conditions"": 0}",transform_only,0
random_model_on_2024,random_seed_5501,random_reference,5501,logistic_unweighted,D8,secondary_linear_baseline,100927,0.9790836000465788,0.03255410003475845,2,"{""feature_carriageway_hazards"": 0, ""feature_day_of_week"": 0, ""feature_first_road_class"": 0, ""feature_hour"": 0, ""feature_junction_control"": 0, ""feature_junction_detail"": 2, ""feature_light_conditions"": 0, ""feature_month"": 0, ""feature_pedestrian_crossing"": 0, ""feature_road_surface_conditions"": 0, ""feature_road_type"": 0, ""feature_second_road_class"": 0, ""feature_special_conditions_at_site"": 0, ""feature_trunk_road_flag"": 0, ""feature_urban_or_rural_area"": 0, ""feature_weather_conditions"": 0}",transform_only,0
random_model_on_2024,random_seed_5501,random_reference,5501,logistic_weighted,D8,primary_linear_comparator,100927,1.0535958999535069,0.03227500000502914,2,"{""feature_carriageway_hazards"": 0, ""feature_day_of_week"": 0, ""feature_first_road_class"": 0, ""feature_hour"": 0, ""feature_junction_control"": 0, ""feature_junction_detail"": 2, ""feature_light_conditions"": 0, ""feature_month"": 0, ""feature_pedestrian_crossing"": 0, ""feature_road_surface_conditions"": 0, ""feature_road_type"": 0, ""feature_second_road_class"": 0, ""feature_special_conditions_at_site"": 0, ""feature_trunk_road_flag"": 0, ""feature_urban_or_rural_area"": 0, ""feature_weather_conditions"": 0}",transform_only,0
random_model_on_2024,random_seed_5501,random_reference,5501,ordered_logit_unweighted,D9,secondary_ordinal_baseline,100927,1.3898014000151306,0.024843099992722273,2,"{""feature_carriageway_hazards"": 0, ""feature_day_of_week"": 0, ""feature_first_road_class"": 0, ""feature_hour"": 0, ""feature_junction_control"": 0, ""feature_junction_detail"": 2, ""feature_light_conditions"": 0, ""feature_month"": 0, ""feature_pedestrian_crossing"": 0, ""feature_road_surface_conditions"": 0, ""feature_road_type"": 0, ""feature_second_road_class"": 0, ""feature_special_conditions_at_site"": 0, ""feature_trunk_road_flag"": 0, ""feature_urban_or_rural_area"": 0, ""feature_weather_conditions"": 0}",transform_only,0
random_model_on_2024,random_seed_5501,random_reference,5501,lightgbm_weighted,D10,primary_nonlinear_comparator,100927,0.4567133999662474,13.9875232000486,2,"{""feature_carriageway_hazards"": 0, ""feature_day_of_week"": 0, ""feature_first_road_class"": 0, ""feature_hour"": 0, ""feature_junction_control"": 0, ""feature_junction_detail"": 2, ""feature_light_conditions"": 0, ""feature_month"": 0, ""feature_pedestrian_crossing"": 0, ""feature_road_surface_conditions"": 0, ""feature_road_type"": 0, ""feature_second_road_class"": 0, ""feature_special_conditions_at_site"": 0, ""feature_trunk_road_flag"": 0, ""feature_urban_or_rural_area"": 0, ""feature_weather_conditions"": 0}",transform_only,0
