candidate_id,complexity_rank,run_type,maximum_estimators,best_iteration,boundary_reached,validation_multi_logloss,fit_seconds,macro_f1,qwk,ordinal_mae,accuracy,minor_recall,serious_recall,fatal_recall,minor_precision,serious_precision,fatal_precision,serious_or_fatal_recall,mean_asymmetric_cost,num_leaves,max_depth,min_child_samples,min_split_gain,reg_alpha,reg_lambda,colsample_bytree,subsample,subsample_freq
C01,1,initial,1200,1198,False,1.001381725615795,5.766540099983104,0.3206279695310152,0.08347238230721221,0.741286989196806,0.47477689055894784,0.5313026727666746,0.24593301435406698,0.5100401606425703,0.8307605421686747,0.23059668012561688,0.04091494845360825,0.6156477126977341,0.8486613433536871,15,-1,100,0.0,0.0,1.0,1.0,1.0,0
C02,3,initial,1200,1200,True,0.9911658407708593,13.898642299987841,0.315988493615904,0.07780197453391591,0.7435415688116487,0.45129168623767024,0.4845894534071755,0.3181818181818182,0.4578313253012048,0.8304105632349907,0.22115064848686397,0.04084557506270154,0.6485677640017101,0.8461249412869892,31,-1,100,0.0,0.0,1.0,1.0,1.0,0
C03,6,initial,1200,887,False,0.9817808565049375,24.544162600010168,0.3217119196562687,0.07939793130807915,0.7120713950211367,0.46218882104274306,0.4932578858656393,0.3444976076555024,0.41365461847389556,0.8293522267206478,0.2236024844720497,0.04144869215291751,0.6395895681915349,0.818694222639737,63,-1,100,0.0,0.0,1.0,1.0,1.0,0
C04,5,initial,1200,1189,False,0.9880676965499315,17.57974680000916,0.318282996145729,0.08085514830445961,0.7348990136214185,0.45674025364020665,0.4926559113893571,0.3124401913875598,0.46987951807228917,0.8300202839756592,0.22068266306184522,0.04245283018867924,0.6417272338606242,0.8384217942696102,31,-1,50,0.0,0.0,1.0,1.0,1.0,0
C05,2,initial,1200,1185,False,0.9933446842042154,15.415157800016459,0.3150198390705255,0.07516983655724707,0.7399718177548145,0.44931892907468296,0.480616421863713,0.3244019138755981,0.4538152610441767,0.8270147089289414,0.2177963379376807,0.04177449168207024,0.6430098332620778,0.8439643024894317,31,-1,250,0.0,0.0,1.0,1.0,1.0,0
C06,4,initial,1200,1000,False,0.9851625425312835,13.557284000038635,0.32741543399333184,0.08154462987057465,0.7085955847815876,0.485955847815876,0.539850710329882,0.27416267942583733,0.46586345381526106,0.8270011066027296,0.23321123321123322,0.04193781634128706,0.5989739204788371,0.8217003287928605,31,-1,100,0.0,0.0,5.0,0.8,0.8,1
