iteration,validation_multi_logloss,change_from_previous_iteration,is_checkpoint
44,0.9871826811428648,-0.0006943118700649675,False
45,0.9865884053911049,-0.000594275751759854,False
46,0.9858896149373761,-0.0006987904537287815,False
47,0.985319322456783,-0.0005702924805931486,False
48,0.9846163761943374,-0.0007029462624456029,False
49,0.9840469182679765,-0.0005694579263608723,False
50,0.9834420160370562,-0.0006049022309203567,False
51,0.9828761386845809,-0.0005658773524752636,False
52,0.9822506140453339,-0.0006255246392470326,False
53,0.981716413825909,-0.0005342002194248519,False
54,0.9812737746302879,-0.00044263919562115284,False
55,0.9806780970969109,-0.0005956775333769704,False
56,0.9802384617894044,-0.0004396353075064585,False
57,0.9796872071807365,-0.0005512546086678949,False
58,0.9791984429769006,-0.000488764203835923,False
59,0.978722919800019,-0.0004755231768815982,False
60,0.978260586564125,-0.0004623332358940635,False
61,0.9777855072170114,-0.0004750793471135495,False
62,0.9773309860687716,-0.00045452114823985035,False
63,0.9768848922630479,-0.00044609380572369073,False
64,0.976445087111344,-0.0004398051517038315,False
65,0.9760389090017536,-0.0004061781095904271,False
66,0.9756422464000878,-0.00039666260166582035,False
67,0.9751422858495273,-0.0004999605505604521,False
68,0.9746956741064844,-0.00044661174304294615,False
69,0.9742529840646779,-0.00044269004180652605,False
70,0.973858345818539,-0.00039463824613883425,False
71,0.9733928095201331,-0.00046553629840595523,False
72,0.972999319464143,-0.0003934900559900978,False
73,0.9725658122143395,-0.00043350724980351085,False
74,0.9721335703363495,-0.0004322418779899584,False
75,0.9717133421778409,-0.0004202281585086176,False
76,0.9713814692428626,-0.0003318729349782723,False
77,0.971119201699959,-0.00026226754290359366,False
78,0.9707645647512965,-0.0003546369486625567,False
79,0.9704345379857526,-0.0003300267655438338,False
80,0.9700155623168283,-0.00041897566892434845,False
81,0.969660385180756,-0.0003551771360722489,False
82,0.9693075212662264,-0.00035286391452959975,False
83,0.9689431492580887,-0.00036437200813776993,False
84,0.9685714048767834,-0.0003717443813052723,False
85,0.9683239905263878,-0.00024741435039554727,False
86,0.9680855731514931,-0.00023841737489471715,False
87,0.9677438032638769,-0.00034176988761625005,False
88,0.9674071255861393,-0.0003366776777375957,False
89,0.9671134852403966,-0.00029364034574264064,False
90,0.9667894375488617,-0.0003240476915349344,False
91,0.9664611873305721,-0.0003282502182896385,False
92,0.9661934435734788,-0.0002677437570932639,False
93,0.9659243377642254,-0.00026910580925343375,False
94,0.9656959186525781,-0.00022841911164728224,False
95,0.9653702150028265,-0.0003257036497515964,False
96,0.9650585586576618,-0.0003116563451647236,False
97,0.9648022430139279,-0.00025631564373385096,False
98,0.9644928590732321,-0.00030938394069579545,False
99,0.9643073521743066,-0.00018550689892549155,False
100,0.964069808103038,-0.00023754407126863608,False
101,0.9638021467303542,-0.00026766137268374735,False
102,0.9635222388355555,-0.00027990789479870326,False
103,0.9632322771440843,-0.00028996169147121886,False
104,0.9629891387549456,-0.00024313838913869734,False
105,0.9628052186060192,-0.00018392014892643083,False
106,0.9626062088063717,-0.0001990097996474871,False
107,0.9623632811469687,-0.00024292765940303607,False
108,0.962164989933044,-0.00019829121392467286,False
109,0.9618782700986955,-0.00028671983434847004,False
110,0.9616601466250327,-0.00021812347366279017,False
111,0.9615100832348762,-0.0001500633901565518,False
112,0.9612860149427797,-0.00022406829209653534,False
113,0.9610429582331089,-0.00024305670967073034,False
114,0.9608673486529071,-0.0001756095802017965,False
115,0.960663758356645,-0.0002035902962621572,False
116,0.9605176439357161,-0.00014611442092882232,False
117,0.9603466143156477,-0.00017102962006843025,False
118,0.960109963320534,-0.00023665099511371857,False
119,0.9598907217645148,-0.0002192415560191563,False
120,0.9597350698635231,-0.00015565190099176007,False
121,0.9595094058469373,-0.00022566401658574708,False
122,0.9593828344381117,-0.00012657140882565976,False
123,0.9592066916394189,-0.00017614279869282434,False
124,0.9589896690985645,-0.00021702254085431694,False
125,0.9588601798730005,-0.00012948922556399456,False
126,0.9586204393529885,-0.00023974052001207724,False
127,0.9584570939167227,-0.00016334543626572717,False
128,0.9582807144140036,-0.00017637950271909286,False
129,0.958054908095909,-0.0002258063180946568,False
130,0.9578768972251193,-0.00017801087078972433,False
131,0.9577051189134976,-0.0001717783116216287,False
132,0.9575389468943915,-0.00016617201910618107,False
133,0.9573469180443757,-0.00019202885001579073,False
134,0.9571837860244883,-0.0001631320198873798,False
135,0.9569859402839919,-0.00019784574049641623,False
136,0.9567874924481496,-0.00019844783584221926,False
137,0.956585879701927,-0.0002016127462226569,False
138,0.9564117331572697,-0.0001741465446573054,False
139,0.956236567011816,-0.0001751661454536535,False
140,0.9560894004511272,-0.00014716656068880507,False
141,0.9559646725648425,-0.00012472788628470344,False
142,0.9557967520123217,-0.00016792055252079496,False
143,0.9556630926174627,-0.00013365939485898704,False
144,0.955440599359836,-0.00022249325762668803,False
145,0.9552617444447022,-0.00017885491513380813,False
146,0.9550941192188432,-0.00016762522585900275,False
147,0.9549584529885132,-0.00013566623033001157,False
148,0.9548155294451077,-0.00014292354340550428,False
149,0.9546731387263205,-0.00014239071878718867,False
150,0.9545336074000867,-0.00013953132623378828,False
151,0.9543474649440656,-0.00018614245602111001,False
152,0.9542373373016731,-0.00011012764239248796,False
153,0.9541076029039786,-0.00012973439769459194,False
154,0.9539503662057234,-0.00015723669825518094,False
155,0.9537844105643861,-0.0001659556413372565,False
156,0.9536435759169892,-0.00014083464739689244,False
157,0.953481236723656,-0.00016233919333319413,False
158,0.9532914135239557,-0.0001898231997002897,False
159,0.9531413444240417,-0.00015006909991399642,False
160,0.9529504442318056,-0.00019090019223610977,False
161,0.952787895480513,-0.0001625487512926238,False
162,0.9526197186038721,-0.00016817687664094638,False
163,0.9524665154448285,-0.00015320315904354675,False
164,0.9523380952380794,-0.00012842020674908028,False
165,0.9521944336395105,-0.0001436615985689338,False
166,0.9520667209069263,-0.00012771273258416205,False
167,0.9519512338615995,-0.00011548704532682308,False
168,0.9518359455728085,-0.00011528828879103781,False
169,0.9516453989251842,-0.00019054664762430118,False
170,0.9514569606401672,-0.00018843828501702298,False
171,0.9513325841571335,-0.00012437648303365023,False
172,0.951212157408163,-0.00012042674897050354,False
173,0.9510997984164702,-0.00011235899169281804,False
174,0.9509002370049642,-0.0001995614115060107,False
175,0.9507559584358561,-0.00014427856910803616,False
176,0.950621685535366,-0.00013427290049017326,False
177,0.9504837322709389,-0.0001379532644271153,False
178,0.9503784910032202,-0.0001052412677186032,False
179,0.9502405765799934,-0.0001379144232268592,False
180,0.9501056826060628,-0.00013489397393062763,False
181,0.9499899441530267,-0.00011573845303602948,False
182,0.9498542073166353,-0.0001357368363914535,False
183,0.9497016180548389,-0.00015258926179639865,False
184,0.9495409069319526,-0.0001607111228862923,False
185,0.9494102681303153,-0.00013063880163732833,False
186,0.949267470362446,-0.000142797767869296,False
187,0.9491186528969883,-0.0001488174654576957,False
188,0.9489656166709577,-0.00015303622603057843,False
189,0.9487966366332659,-0.0001689800376918349,False
190,0.9486736289792539,-0.000123007654011964,False
191,0.9485078047168258,-0.00016582426242806036,False
192,0.9483516584096613,-0.0001561463071645397,False
193,0.9482414802943411,-0.00011017811532021415,False
194,0.9480570664177521,-0.00018441387658896247,False
195,0.9479125873398258,-0.00014447907792636272,False
196,0.9477775891257108,-0.0001349982141150008,False
197,0.9476642444668409,-0.00011334465886980727,False
198,0.9475164761469068,-0.0001477683199341273,False
199,0.9473741520678799,-0.00014232407902692312,False
200,0.9472586188030965,-0.00011553326478341841,False
201,0.9471062544327795,-0.0001523643703169597,False
202,0.946961042916838,-0.00014521151594149018,False
203,0.9467876182291532,-0.0001734246876847756,False
204,0.9466557837565118,-0.00013183447264142334,False
205,0.9464747487345948,-0.0001810350219170198,False
206,0.9463583615255348,-0.00011638720906004263,False
207,0.9462387736717485,-0.000119587853786296,False
208,0.9461089352888339,-0.00012983838291458216,False
209,0.9459419410467235,-0.0001669942421104187,False
210,0.9458029643196827,-0.0001389767270407738,False
211,0.9456818645427438,-0.00012109977693885998,False
212,0.9455220445109914,-0.00015982003175241122,False
213,0.9454164489444487,-0.00010559556654277102,False
214,0.945302569070094,-0.00011387987435462765,False
215,0.9451692131756946,-0.00013335589439944506,False
216,0.9450491117983912,-0.00012010137730333881,False
217,0.9448933002643264,-0.0001558115340648536,False
218,0.9447822134925918,-0.00011108677173454762,False
219,0.9446233884763459,-0.0001588250162459781,False
220,0.9445081442643125,-0.00011524421203334967,False
221,0.944336826421481,-0.00017131784283153095,False
222,0.9442283097907692,-0.00010851663071176354,False
223,0.9440956773202983,-0.00013263247047090587,False
224,0.9439576618938503,-0.00013801542644797937,False
225,0.9438531187016709,-0.00010454319217945152,False
226,0.9437191966394041,-0.00013392206226681136,False
227,0.9435649496437571,-0.0001542469956469228,False
228,0.943454492813403,-0.00011045683035415532,False
229,0.9433284730638122,-0.00012601974959081108,False
230,0.9432044359661598,-0.00012403709765240745,False
231,0.9430465363364199,-0.00015789962973988825,False
232,0.9428882778780604,-0.0001582584583594837,False
233,0.9427826778823608,-0.00010559999569959011,False
234,0.9426577426327818,-0.0001249352495790168,False
235,0.9424971041386133,-0.00016063849416847464,False
236,0.9423634702962789,-0.0001336338423344463,False
237,0.9422405262053282,-0.00012294409095070513,False
238,0.9421011659195122,-0.00013936028581595927,False
239,0.941971854556464,-0.00012931136304816793,False
240,0.941827812554938,-0.00014404200152606794,False
241,0.9416954158517915,-0.00013239670314646457,False
242,0.9416191529840764,-7.626286771511559e-05,False
243,0.9415246476741604,-9.450530991594874e-05,False
244,0.9414317376473061,-9.291002685429817e-05,False
245,0.9412700618927331,-0.00016167575457304295,False
246,0.9411559224565536,-0.00011413943617955002,False
247,0.9410171624055227,-0.00013876005103086175,False
248,0.9409198163731264,-9.734603239630601e-05,False
249,0.9407714545793502,-0.00014836179377619718,False
250,0.9406298077485213,-0.00014164683082884544,False
251,0.94049551768,-0.00013429006852139214,False
252,0.9403935210624116,-0.00010199661758836243,False
253,0.9402512572000564,-0.00014226386235516308,False
254,0.9401192763013512,-0.00013198089870525287,False
255,0.9399506526579954,-0.00016862364335579194,False
256,0.9397832172443796,-0.00016743541361574632,False
257,0.9396414754209333,-0.00014174182344628417,False
258,0.9394800014225078,-0.00016147399842558752,False
259,0.939368927283797,-0.0001110741387108094,False
260,0.9392603101399767,-0.00010861714382026655,False
261,0.9391213109226549,-0.0001389992173217447,False
262,0.9389730547166436,-0.00014825620601133238,False
263,0.938867042746521,-0.00010601197012261032,False
264,0.9387181562060439,-0.00014888654047706673,False
265,0.9385762212113697,-0.00014193499467418658,False
266,0.938509431302016,-6.678990935371498e-05,False
267,0.9383683564852092,-0.00014107481680680767,False
268,0.9382478609685653,-0.00012049551664394809,False
269,0.9381591119686062,-8.874899995903185e-05,False
270,0.9380593366671525,-9.9775301453775e-05,False
271,0.9379302530467863,-0.00012908362036612164,False
272,0.9377976827309353,-0.00013257031585101053,False
273,0.9376519094847612,-0.00014577324617415233,False
274,0.9374985939238726,-0.00015331556088860054,False
275,0.9373995208146203,-9.907310925227897e-05,False
276,0.9372466621921515,-0.0001528586224688322,False
277,0.9371150806915842,-0.00013158150056724605,False
278,0.9370295041793427,-8.557651224150309e-05,False
279,0.936924729463578,-0.00010477471576475494,False
280,0.9368184890786999,-0.00010624038487805354,False
281,0.9366640626834907,-0.0001544263952092395,False
282,0.9365507039142649,-0.00011335876922580201,False
283,0.9364369019746797,-0.0001138019395852119,False
284,0.9363593312189897,-7.757075568992633e-05,False
285,0.936243370448201,-0.00011596077078868117,False
286,0.9360856948217238,-0.00015767562647728273,False
287,0.9359544277295343,-0.00013126709218946875,False
288,0.9358263260860383,-0.0001281016434959703,False
289,0.9356848279870752,-0.00014149809896313315,False
290,0.9355777055822754,-0.00010712240479981983,False
291,0.9354756738913123,-0.00010203169096312248,False
292,0.9353314270592636,-0.00014424683204861122,False
293,0.9352474064171369,-8.402064212675864e-05,False
294,0.9350984608796092,-0.00014894553752764494,False
295,0.9350342313377971,-6.422954181217744e-05,False
296,0.9349133377989437,-0.00012089353885336163,False
297,0.9347913803017545,-0.0001219574971892401,False
298,0.9346808630402877,-0.00011051726146671381,False
299,0.9345640385325412,-0.00011682450774652686,False
300,0.9344479030532822,-0.00011613547925903855,False
301,0.9343218170344613,-0.00012608601882091452,False
302,0.9341709193753015,-0.0001508976591597655,False
303,0.9340611629781942,-0.00010975639710730789,False
304,0.933964697170355,-9.646580783917447e-05,False
305,0.9338521428482024,-0.00011255432215262484,False
306,0.9337146415265193,-0.0001375013216831089,False
307,0.9335832302931159,-0.00013141123340343341,False
308,0.9334999833820871,-8.324691102878923e-05,False
309,0.9334005048616035,-9.947852048353134e-05,False
310,0.9333198764282212,-8.062843338230152e-05,False
311,0.9332271134858744,-9.276294234683569e-05,False
312,0.9331197122819997,-0.00010740120387464636,False
313,0.9329652021911417,-0.00015451009085809542,False
314,0.932815256444909,-0.00014994574623261592,False
315,0.9326815779833826,-0.00013367846152645413,False
316,0.9325699112678233,-0.00011166671555928875,False
317,0.932457382520908,-0.0001125287469152525,False
318,0.9323633814352515,-9.400108565649212e-05,False
319,0.9322601013344003,-0.00010328010085125516,False
320,0.9321500184486732,-0.00011008288572711411,False
321,0.9320485909625484,-0.00010142748612473884,False
322,0.9319505453850283,-9.804557752013388e-05,False
323,0.9318034292722017,-0.0001471161128265841,False
324,0.9316943038431216,-0.000109125429080148,False
325,0.9315782663388972,-0.00011603750422439774,False
326,0.9314730386156822,-0.00010522772321497342,False
327,0.9313544479083399,-0.00011859070734232535,False
328,0.9312124366007546,-0.00014201130758528802,False
329,0.9310582380737716,-0.00015419852698295156,False
330,0.9309668401564587,-9.139791731294089e-05,False
331,0.9308398591538185,-0.00012698100264019185,False
332,0.9307317479947689,-0.00010811115904962865,False
333,0.9306270680518224,-0.00010467994294649507,False
334,0.9305163017862056,-0.0001107662656167907,False
335,0.9304265267004834,-8.977508572216575e-05,False
336,0.9303165729120623,-0.00010995378842115766,False
337,0.930195886481493,-0.00012068643056928341,False
338,0.9300678891382078,-0.00012799734328516887,False
339,0.9299401153286778,-0.00012777380952999629,False
340,0.9298197616395837,-0.00012035368909413258,False
341,0.9296982713250721,-0.00012149031451158532,False
342,0.9295643486786705,-0.00013392264640155194,False
343,0.9294663260148571,-9.802266381342406e-05,False
344,0.9293467463176878,-0.00011957969716935857,False
345,0.9292318766945115,-0.00011486962317630578,False
346,0.9291466878651609,-8.518882935060201e-05,False
347,0.9289986937481015,-0.00014799411705934684,False
348,0.9288706737703681,-0.00012801997773337348,False
349,0.9287500190681137,-0.0001206547022544191,False
350,0.9286516034878215,-9.841558029222153e-05,False
351,0.9285094616492846,-0.0001421418385368911,False
352,0.9284070612180783,-0.0001024004312063509,False
353,0.9283215104578563,-8.555076022198627e-05,False
354,0.9281998327518945,-0.00012167770596172023,False
355,0.9280871868316382,-0.00011264592025639342,False
356,0.9279605764764518,-0.00012661035518635178,False
357,0.9278556134224323,-0.00010496305401952455,False
358,0.9277541786275799,-0.00010143479485236195,False
359,0.9276345911019929,-0.00011958752558705044,False
360,0.9275311142069143,-0.00010347689507861357,False
361,0.9274594968555687,-7.161735134553204e-05,False
362,0.9273135189402477,-0.00014597791532100501,False
363,0.9272130807156144,-0.00010043822463334795,False
364,0.9270977000445767,-0.00011538067103766814,False
365,0.9269719931201555,-0.00012570692442115394,False
366,0.9268401753133858,-0.00013181780676974064,False
367,0.9267210487652908,-0.00011912654809498324,False
368,0.9265874967525498,-0.0001335520127410117,False
369,0.9264633509592799,-0.00012414579326991415,False
370,0.9263378406640139,-0.00012551029526597368,False
371,0.9262270258721423,-0.00011081479187158294,False
372,0.9261182220105875,-0.00010880386155487365,False
373,0.9259982021054962,-0.00012001990509125093,False
374,0.9259061860144299,-9.201609106634923e-05,False
375,0.9257795248072596,-0.00012666120717030882,False
376,0.9256949529480342,-8.457185922539079e-05,False
377,0.9256098862829092,-8.506666512497763e-05,False
378,0.9254783619411249,-0.00013152434178431704,False
379,0.9253982068310371,-8.01551100877429e-05,False
380,0.9253016745549113,-9.653227612582693e-05,False
381,0.9251869492684863,-0.00011472528642497704,False
382,0.9250964381271675,-9.051114131886084e-05,False
383,0.9250181812603075,-7.825686685991595e-05,False
384,0.9249385844946993,-7.959676560820306e-05,False
385,0.9248455176353864,-9.306685931298464e-05,False
386,0.9247058373554398,-0.00013968027994659682,False
387,0.9246207012522152,-8.51361032245812e-05,False
388,0.9245108681396106,-0.00010983311260459594,False
389,0.9244388569824423,-7.201115716826134e-05,False
390,0.9243350004109996,-0.00010385657144273974,False
391,0.9242412910777448,-9.370933325481001e-05,False
392,0.9241609582929377,-8.033278480712447e-05,False
393,0.9240779243036175,-8.303398932019146e-05,False
394,0.9239864352445243,-9.148905909317495e-05,False
395,0.9238889180316406,-9.751721288364656e-05,False
396,0.9238143912839037,-7.452674773689161e-05,False
397,0.9237157526458887,-9.863863801506945e-05,False
398,0.9236138049654845,-0.00010194768040416857,False
399,0.9235140840683947,-9.972089708976117e-05,False
400,0.923438681546549,-7.540252184579099e-05,False
401,0.9233432873879917,-9.539415855730482e-05,False
402,0.9232399735299214,-0.00010331385807027527,False
403,0.9231469559958653,-9.301753405610569e-05,False
404,0.9230865354513484,-6.042054451682599e-05,False
405,0.923025105839492,-6.142961185640061e-05,False
406,0.922955090575935,-7.00152635569884e-05,False
407,0.9228560702825416,-9.90202933934814e-05,False
408,0.9227801859452514,-7.588433729022181e-05,False
409,0.9227076729429473,-7.251300230404212e-05,False
410,0.9225765180339532,-0.0001311549089940689,False
411,0.9224387907139615,-0.0001377273199917317,False
412,0.9223419231383516,-9.686757560989356e-05,False
413,0.9222062079237316,-0.00013571521461996916,False
414,0.9220817341840826,-0.00012447373964907804,False
415,0.9219903501303164,-9.138405376618586e-05,False
416,0.9218753651746432,-0.00011498495567319189,False
417,0.921786697458637,-8.866771600624102e-05,False
418,0.9216676125491636,-0.00011908490947332151,False
419,0.9215842497321326,-8.336281703102966e-05,False
420,0.9215351510625971,-4.909866953550779e-05,False
421,0.9214565086540811,-7.864240851596094e-05,False
422,0.9213617045685535,-9.480408552764441e-05,False
423,0.9212565642741543,-0.00010514029439923078,False
424,0.9211567596913444,-9.980458280989257e-05,False
425,0.9210497186553714,-0.00010704103597292125,False
426,0.9209717124808856,-7.800617448583402e-05,False
427,0.920891615366603,-8.009711428258459e-05,False
428,0.920802444926461,-8.91704401420057e-05,False
429,0.9207040271272187,-9.841779924235627e-05,False
430,0.9205867388381838,-0.0001172882890349003,False
431,0.9204891787138438,-9.756012433992378e-05,False
432,0.920395152403662,-9.402631018184948e-05,False
433,0.920287090238462,-0.00010806216519998468,False
434,0.9201901852995037,-9.690493895830876e-05,False
435,0.9200988385946393,-9.134670486443675e-05,False
436,0.9199964792835423,-0.00010235931109692231,False
437,0.9199181527291286,-7.832655441375458e-05,False
438,0.9197982450365914,-0.00011990769253722444,False
439,0.9196920953038903,-0.00010614973270106631,False
440,0.9196101857522668,-8.190955162346025e-05,False
441,0.9195167625862696,-9.342316599725287e-05,False
442,0.9193953442989395,-0.0001214182873300329,False
443,0.9193098601510377,-8.548414790188197e-05,False
444,0.9192021395850227,-0.00010772056601493496,False
445,0.9191131365267242,-8.900305829850907e-05,False
446,0.9190012279474465,-0.00011190857927767528,False
447,0.9188976686521798,-0.0001035592952667308,False
448,0.918773993314786,-0.00012367533739376935,False
449,0.9186529449544011,-0.00012104836038495659,False
450,0.9185299462507163,-0.0001229987036848179,False
451,0.9184216859145435,-0.00010826033617272746,False
452,0.9183283138078265,-9.337210671700458e-05,False
453,0.9182145913366591,-0.00011372247116747669,False
454,0.9181298924477475,-8.469888891160515e-05,False
455,0.9180174687154515,-0.00011242373229591873,False
456,0.9179055879572993,-0.00011188075815227183,False
457,0.9177933745298877,-0.00011221342741152274,False
458,0.9176842436138262,-0.00010913091606157277,False
459,0.9175727460499762,-0.00011149756384998266,False
460,0.9174798742124189,-9.287183755724016e-05,False
461,0.9173757569070452,-0.00010411730537374098,False
462,0.9172688362344296,-0.0001069206726156402,False
463,0.9171561276383323,-0.00011270859609724404,False
464,0.9170884307599754,-6.769687835694871e-05,False
465,0.9169626406840711,-0.00012579007590429736,False
466,0.9168718817834807,-9.075890059040415e-05,False
467,0.9167930145409624,-7.886724251826571e-05,False
468,0.9166858309102671,-0.00010718363069528447,False
469,0.9165777834758925,-0.00010804743437464737,False
470,0.916477063929082,-0.00010071954681045714,False
471,0.9163710986946927,-0.00010596523438932692,False
472,0.916299850629804,-7.124806488867375e-05,False
473,0.9162063217058253,-9.352892397873624e-05,False
474,0.9160965126107432,-0.0001098090950820696,False
475,0.9159682310759824,-0.00012828153476085458,False
476,0.9158716054338849,-9.662564209744762e-05,False
477,0.9158093460001421,-6.225943374282839e-05,False
478,0.91572343710273,-8.59088974121125e-05,False
479,0.9155983172861428,-0.0001251198165871381,False
480,0.9154912141994973,-0.00010710308664552137,False
481,0.9154267967779819,-6.441742151541696e-05,False
482,0.9153235258010928,-0.0001032709768891138,False
483,0.915191834206361,-0.0001316915947318087,False
484,0.9150859742421712,-0.0001058599641897695,False
485,0.9149820457407681,-0.00010392850140306109,False
486,0.9148635923081584,-0.00011845343260974417,False
487,0.9147568031782634,-0.0001067891298950352,False
488,0.914659169774327,-9.76334039363147e-05,False
489,0.9145517879310481,-0.00010738184327896416,False
490,0.9144751640365476,-7.662389450047158e-05,False
491,0.9143701712024074,-0.00010499283414022731,False
492,0.9142869865656139,-8.318463679346522e-05,False
493,0.9141810636011688,-0.0001059229644451154,False
494,0.9140907546017184,-9.030899945039472e-05,False
495,0.9139940755197662,-9.66790819522112e-05,False
496,0.9139152917113962,-7.878380837000876e-05,False
497,0.9138376315575033,-7.766015389287784e-05,False
498,0.9137471350187103,-9.049653879300568e-05,False
499,0.9136657431707037,-8.13918480065956e-05,False
500,0.9135870827879193,-7.866038278436793e-05,False
501,0.913521710081267,-6.537270665230022e-05,False
502,0.9134206291535004,-0.00010108092776661692,False
503,0.9133149401013093,-0.00010568905219110469,False
504,0.9132465287802077,-6.841132110158021e-05,False
505,0.9131754884428323,-7.10403373754831e-05,False
506,0.9131030911932664,-7.239724956586979e-05,False
507,0.913058610838712,-4.448035455439925e-05,False
508,0.9129653664256844,-9.324441302760444e-05,False
509,0.9128935891472841,-7.17772784002424e-05,False
510,0.9128228562936302,-7.07328536538876e-05,False
511,0.9127355977036933,-8.725858993696711e-05,False
512,0.9126745212088593,-6.107649483400035e-05,False
513,0.9125989930640883,-7.552814477096437e-05,False
514,0.9125146975639358,-8.42955001525425e-05,False
515,0.912445354942952,-6.934262098379218e-05,False
516,0.9123613170510921,-8.4037891859845e-05,False
517,0.9122811305111118,-8.018653998032033e-05,False
518,0.9122009698697615,-8.016064135030199e-05,False
519,0.9121030821387587,-9.788773100283255e-05,False
520,0.9120423837531372,-6.069838562150487e-05,False
521,0.9119812141797596,-6.11695733775397e-05,False
522,0.9118830816969988,-9.813248276080433e-05,False
523,0.9117777834017993,-0.00010529829519956291,False
524,0.9117023991614475,-7.538424035180569e-05,False
525,0.9116447686970361,-5.7630464411317917e-05,False
526,0.9115607935967341,-8.397510030200284e-05,False
527,0.9114788529620522,-8.19406346819207e-05,False
528,0.911402670899318,-7.618206273418693e-05,False
529,0.9113496234889259,-5.304741039213745e-05,False
530,0.9112725486655616,-7.707482336427596e-05,False
531,0.9112106470354892,-6.190163007246952e-05,False
532,0.9111125429436616,-9.810409182753332e-05,False
533,0.9110555869086131,-5.695603504851654e-05,False
534,0.9109969209808457,-5.8665927767376225e-05,False
535,0.9109391511493761,-5.7769831469656197e-05,False
536,0.910845292339803,-9.385880957302195e-05,False
537,0.9107471717019038,-9.812063789926828e-05,False
538,0.9106572558488393,-8.991585306450389e-05,False
539,0.9105740100292138,-8.324581962548816e-05,False
540,0.9104952579969967,-7.87520322170776e-05,False
541,0.9104356602124909,-5.959778450581599e-05,False
542,0.9103695512546851,-6.610895780578829e-05,False
543,0.9102667606903863,-0.00010279056429884914,False
544,0.9102255233251266,-4.123736525962762e-05,False
545,0.9101365803605844,-8.894296454220463e-05,False
546,0.9099886007007019,-0.0001479796598825578,False
547,0.9099249384135034,-6.366228719845157e-05,False
548,0.9098616684544903,-6.326995901306809e-05,False
549,0.9097988743426116,-6.279411187870565e-05,False
550,0.9097286455161548,-7.02288264567974e-05,False
551,0.9096126279315797,-0.00011601758457513434,False
552,0.9095440439225592,-6.858400902054473e-05,False
553,0.909477525559599,-6.651836296012181e-05,False
554,0.9094074841010882,-7.004145851086108e-05,False
555,0.909329504381006,-7.797972008216636e-05,False
556,0.909259604053076,-6.990032792997258e-05,False
557,0.909192126369602,-6.74776834740376e-05,False
558,0.9091354654357106,-5.666093389145033e-05,False
559,0.9090664254226093,-6.904001310126251e-05,False
560,0.9090154386816406,-5.0986740968705924e-05,False
561,0.9089613486693734,-5.40900122671939e-05,False
562,0.9089009049184036,-6.0443750969807475e-05,False
563,0.9088573310547651,-4.357386363851301e-05,False
564,0.9088082491075516,-4.908194721342518e-05,False
565,0.9087761175303193,-3.213157723236382e-05,False
566,0.9087286691859732,-4.744834434611267e-05,False
567,0.908701452138739,-2.7217047234184832e-05,False
568,0.9086589597382788,-4.249240046017011e-05,False
569,0.9086203335315516,-3.862620672723249e-05,False
570,0.9085816160526533,-3.8717478898275814e-05,False
571,0.9085530896713726,-2.8526381280702395e-05,False
572,0.9085142782744574,-3.881139691519486e-05,False
573,0.9084737401955029,-4.053807895454398e-05,False
574,0.908435166830276,-3.8573365226834966e-05,False
575,0.9083387051633911,-9.64616668849283e-05,False
576,0.9082972309143881,-4.147424900302621e-05,False
577,0.9082662174073143,-3.101350707379602e-05,False
