artifact_role,local_path,source_url,retrieved_at_local,size_bytes,md5,sha256,note
official_metadata_snapshot,data/external/cas/cas_item_metadata.json,https://www.arcgis.com/sharing/rest/content/items/8d684f1841fa4dbea6afaefc8a1ba0fc?f=pjson,2026-08-28T23:15:56+08:00,6489,72c36c9b7e196233b7d4fc7a9a1995c6,61514cd1500007fcff508ff227d96e61e791c2c3b9f16fa1efc6a557651c364d,
official_metadata_snapshot,data/external/cas/cas_service_metadata.json,https://services.arcgis.com/CXBb7LAjgIIdcsPt/arcgis/rest/services/CAS_Data_Public/FeatureServer?f=pjson,2026-08-28T23:15:56+08:00,8664,4eda38837ef2467221d3c3266e6fd018,6ab22d484428d2909f0701b884579217d3a40ecd887237014d3deafa85b4da80,
official_metadata_snapshot,data/external/cas/cas_layer_metadata.json,https://services.arcgis.com/CXBb7LAjgIIdcsPt/arcgis/rest/services/CAS_Data_Public/FeatureServer/0?f=pjson,2026-08-28T23:15:56+08:00,29534,6c9fe6cf0499410b9f86a5a99f52ff64,cd73835c4c67047407524986b056423161bddafe6839007526b53f328a4e2082,
official_metadata_snapshot,data/external/cas/cas_field_page_item.json,https://www.arcgis.com/sharing/rest/content/items/087345dce5454c4399af3cae69e0f5c1?f=pjson,2026-08-28T23:15:56+08:00,1587,fa17770fd85d76bf3b326fe734802dcc,6a6c2a9105cbbc43227b087dd1c5f620d9b697562610df7bfb043dc39f748ea8,
official_metadata_snapshot,data/external/cas/cas_field_page_data.json,https://www.arcgis.com/sharing/rest/content/items/087345dce5454c4399af3cae69e0f5c1/data?f=pjson,2026-08-28T23:15:56+08:00,24803,52b3def4b8f050d4eaa9e1b6c95fcc4d,6d9d80911551872ab4578d05b846988419132edfaf749eb334e525cabc9c3300,
official_api_attribute_snapshot,data/raw/cas/cas_injury_2022_2025_snapshot.csv.gz,https://services.arcgis.com/CXBb7LAjgIIdcsPt/arcgis/rest/services/CAS_Data_Public/FeatureServer/0/query,2026-08-28T23:15:56+08:00,1867440,aa902dd3ef09d832b978a871da959665,cc554366351cf4d5ccc7207f583c8ff1437036a615f1bac4dcdcccac76d1745c,
lossless_attribute_snapshot,data/raw/cas/cas_injury_2022_2025_snapshot.jsonl.gz,https://services.arcgis.com/CXBb7LAjgIIdcsPt/arcgis/rest/services/CAS_Data_Public/FeatureServer/0/query,2026-08-28T23:15:56+08:00,2771733,ee06f21e1782240dcdcd3654a424b3f0,7db99dd4ba92716d751dabbc08b03f72373c635025b7d5335cf0b6705a7bd7f3,Use keep_default_na=False for CSV; literal None and Null are source categories.
