evaluation_group,evaluation_design,model_protocol,seed,cohort_role,cohort_rows,cohort_years,model,macro_f1,qwk,ordinal_mae,accuracy,minor_recall,serious_recall,fatal_recall,minor_precision,serious_precision,fatal_precision,serious_or_fatal_recall,mean_asymmetric_cost
temporal_2025,temporal_test,temporal,year_based,test,10542,2025,dummy_most_frequent,0.29211966176366094,0,0.24464048567634225,0.77992790741794726,1,0,0,0.77992790741794726,0,0,0,0.51384936444697404
temporal_2025,temporal_test,temporal,year_based,test,10542,2025,lightgbm_weighted,0.32732870288717358,0.08872990433262562,0.69768544868146465,0.48947068867387594,0.54658234006324491,0.26637554585152839,0.45173745173745172,0.82762430939226517,0.22444807849550286,0.043885971492873217,0.59655172413793101,0.81341301460823379
temporal_2025,temporal_test,temporal,year_based,test,10542,2025,logistic_weighted,0.32805050765411542,0.10331429835713046,0.73752608613166382,0.47865680136596472,0.53296035027973732,0.245026686074721,0.61389961389961389,0.84026845637583891,0.23314866112650046,0.05030053780449225,0.64094827586206893,0.83551508252703477
