evaluation_group,evaluation_design,seed,metric,higher_is_better,contrast,logistic_value,lightgbm_value,point_difference,ci_lower,ci_upper,iterations,valid_iterations,bootstrap_design
random_seed_5501_internal_test,random_internal_test,5501,macro_f1,True,lightgbm_minus_logistic,0.32372471291894406,0.331639543035223,0.007914830116278915,-0.005355733697687791,0.020801734512326465,2000,2000,paired_stratified
random_seed_5501_internal_test,random_internal_test,5501,qwk,True,lightgbm_minus_logistic,0.09823691669204637,0.1036386533794994,0.005401736687453029,-0.012059735266527215,0.023563905845086046,2000,2000,paired_stratified
random_seed_5501_internal_test,random_internal_test,5501,ordinal_mae,False,lightgbm_minus_logistic,0.7388991201145897,0.6517290771434417,-0.08717004297114794,-0.10722324534479233,-0.0677307141395539,2000,2000,paired_stratified
random_seed_5501_internal_test,random_internal_test,5501,accuracy,True,lightgbm_minus_logistic,0.47800286474319625,0.5082872928176796,0.03028442807448334,0.01636996112134237,0.04460814405565783,2000,2000,paired_stratified
random_seed_5501_internal_test,random_internal_test,5501,minor_recall,True,lightgbm_minus_logistic,0.5375131164742917,0.5752885624344176,0.03777544596012594,0.021511017838405033,0.05403987408184674,2000,2000,paired_stratified
random_seed_5501_internal_test,random_internal_test,5501,serious_recall,True,lightgbm_minus_logistic,0.21762208067940553,0.2494692144373673,0.031847133757961776,-0.0010615711252653925,0.06369426751592355,2000,2000,paired_stratified
random_seed_5501_internal_test,random_internal_test,5501,fatal_recall,True,lightgbm_minus_logistic,0.6165413533834586,0.42105263157894735,-0.19548872180451127,-0.27819548872180455,-0.11278195488721804,2000,2000,paired_stratified
random_seed_5501_internal_test,random_internal_test,5501,serious_or_fatal_recall,True,lightgbm_minus_logistic,0.6102325581395349,0.5646511627906977,-0.045581395348837206,-0.07348837209302328,-0.018604651162790753,2000,2000,paired_stratified
random_seed_5501_internal_test,random_internal_test,5501,mean_asymmetric_cost,False,lightgbm_minus_logistic,0.8455084919173317,0.7790055248618785,-0.06650296705545322,-0.09005013300593417,-0.04378964599959079,2000,2000,paired_stratified
random_seed_5501_2025_diagnostic,random_2025_diagnostic,5501,macro_f1,True,lightgbm_minus_logistic,0.32453449386236655,0.33330493230031544,0.008770438437948891,0.00023637525826510086,0.01729306224078076,2000,2000,paired_stratified
random_seed_5501_2025_diagnostic,random_2025_diagnostic,5501,qwk,True,lightgbm_minus_logistic,0.09721021760894477,0.09073748993492259,-0.006472727674022183,-0.01822986323627226,0.005167465288560842,2000,2000,paired_stratified
random_seed_5501_2025_diagnostic,random_2025_diagnostic,5501,ordinal_mae,False,lightgbm_minus_logistic,0.7394232593435781,0.6582242458736483,-0.08119901346992986,-0.0943843672927338,-0.06801128818061082,2000,2000,paired_stratified
random_seed_5501_2025_diagnostic,random_2025_diagnostic,5501,accuracy,True,lightgbm_minus_logistic,0.4747675962815405,0.5074938341870613,0.03272623790552076,0.023145513185353794,0.041832669322709126,2000,2000,paired_stratified
