seed,model,metric,direction,random_internal_point,same_random_model_2024_point,optimism_gap,optimism_gap_ci_lower,optimism_gap_ci_upper,positive_gap_means,resampling_relation,confidence_level,bootstrap_iterations
3301,logistic_unweighted,serious_or_fatal_recall,higher_is_better,0.00037645287280598563,0.0,0.00037645287280598563,0.0001411698273022446,0.0006587925274104748,random_internal_more_optimistic,independent_test_samples,0.95,2000
3301,logistic_unweighted,mean_asymmetric_cost,lower_is_better,0.48424404613725003,0.5414309352304141,0.05718688909316405,0.05706241809490664,0.057322197106361494,random_internal_more_optimistic,independent_test_samples,0.95,2000
3301,logistic_weighted,macro_f1,higher_is_better,0.3235290350866566,0.3362658621978783,-0.012736827111221705,-0.016555182441003492,-0.008967823372587462,random_internal_more_optimistic,independent_test_samples,0.95,2000
3301,logistic_weighted,qwk,higher_is_better,0.09585863810385464,0.044576095014912664,0.05128254308894198,0.043147501485644654,0.05878466868636013,random_internal_more_optimistic,independent_test_samples,0.95,2000
3301,logistic_weighted,ordinal_mae,lower_is_better,0.6954505850136918,0.42539657376123335,-0.2700540112524585,-0.275896271586869,-0.26421429112026956,random_internal_more_optimistic,independent_test_samples,0.95,2000
3301,logistic_weighted,accuracy,higher_is_better,0.4855406190357647,0.6453179030388301,-0.1597772840030654,-0.1635714984597963,-0.15579576704190307,random_internal_more_optimistic,independent_test_samples,0.95,2000
3301,logistic_weighted,fatal_recall,higher_is_better,0.6270579813886901,0.21171770972037285,0.4153402716683172,0.38143004507471306,0.44635166711623825,random_internal_more_optimistic,independent_test_samples,0.95,2000
3301,logistic_weighted,serious_or_fatal_recall,higher_is_better,0.609053691590984,0.2128924169292752,0.3961612746617088,0.38783656102146635,0.40425609642829297,random_internal_more_optimistic,independent_test_samples,0.95,2000
3301,logistic_weighted,mean_asymmetric_cost,lower_is_better,0.7924342378225874,0.6443667205009561,-0.14806751732163126,-0.1547582307320656,-0.14151682639998747,random_internal_more_optimistic,independent_test_samples,0.95,2000
3301,ordered_logit_unweighted,macro_f1,higher_is_better,0.29272728533572534,0.28635471948306884,0.006372565852656498,0.0060099476593433575,0.006733174652284633,random_internal_more_optimistic,independent_test_samples,0.95,2000
3301,ordered_logit_unweighted,qwk,higher_is_better,0.0022784755327416306,0.0005265050815876915,0.0017519704511539391,0.0006157171642963505,0.0029945918465329124,random_internal_more_optimistic,independent_test_samples,0.95,2000
3301,ordered_logit_unweighted,ordinal_mae,lower_is_better,0.23493900921085387,0.2632100429022957,0.02827103369144185,0.028083827929922422,0.028447499201487765,random_internal_more_optimistic,independent_test_samples,0.95,2000
3301,ordered_logit_unweighted,accuracy,higher_is_better,0.7794270185046884,0.7516620924034203,0.027764926101268128,0.02758904500802825,0.0279276364100145,random_internal_more_optimistic,independent_test_samples,0.95,2000
3301,ordered_logit_unweighted,fatal_recall,higher_is_better,0.0,0.0,0.0,0.0,0.0,random_internal_more_optimistic,independent_test_samples,0.95,2000
3301,ordered_logit_unweighted,serious_or_fatal_recall,higher_is_better,0.0015528681003246906,0.00043878894251864854,0.0011140791578060421,0.000538176765673398,0.0017114816656449356,random_internal_more_optimistic,independent_test_samples,0.95,2000
3301,ordered_logit_unweighted,mean_asymmetric_cost,lower_is_better,0.4840054767239233,0.5412525885045627,0.057247111780639404,0.056950010711405624,0.05754281955461735,random_internal_more_optimistic,independent_test_samples,0.95,2000
3301,lightgbm_weighted,macro_f1,higher_is_better,0.35329375016324666,0.35068123480371405,0.002612515359532608,-0.0019949943911541715,0.00713843557292371,random_internal_more_optimistic,independent_test_samples,0.95,2000
3301,lightgbm_weighted,qwk,higher_is_better,0.11200004965455745,0.048555621312046826,0.06344442834251063,0.05463711543255359,0.07190111744725496,random_internal_more_optimistic,independent_test_samples,0.95,2000
3301,lightgbm_weighted,ordinal_mae,lower_is_better,0.542932121815617,0.3787390886482309,-0.1641930331673861,-0.16941590231785936,-0.1592831726958352,random_internal_more_optimistic,independent_test_samples,0.95,2000
3301,lightgbm_weighted,accuracy,higher_is_better,0.5446850883744088,0.6591595905951827,-0.11447450222077393,-0.11834249878604594,-0.1105956033873355,random_internal_more_optimistic,independent_test_samples,0.95,2000
3301,lightgbm_weighted,fatal_recall,higher_is_better,0.3750894774516822,0.11118508655126498,0.26390439090041723,0.2337233843303179,0.29265876230880894,random_internal_more_optimistic,independent_test_samples,0.95,2000
3301,lightgbm_weighted,serious_or_fatal_recall,higher_is_better,0.5474095336690038,0.21169571981331525,0.33571381385568855,0.32754537164968806,0.3435785795507257,random_internal_more_optimistic,independent_test_samples,0.95,2000
3301,lightgbm_weighted,mean_asymmetric_cost,lower_is_better,0.6608061571653805,0.6009987416647676,-0.05980741550061286,-0.06593591067348702,-0.05393348580501342,random_internal_more_optimistic,independent_test_samples,0.95,2000
4409,dummy_most_frequent,macro_f1,higher_is_better,0.2920448032329826,0.28606499420199677,0.005979809030985828,0.005979809030985828,0.005979809030985828,random_internal_more_optimistic,independent_test_samples,0.95,2000
4409,dummy_most_frequent,qwk,higher_is_better,0.0,0.0,0.0,0.0,0.0,random_internal_more_optimistic,independent_test_samples,0.95,2000
4409,dummy_most_frequent,ordinal_mae,lower_is_better,0.23491826404447763,0.26326949181091286,0.028351227766435227,0.028351227766435227,0.028351227766435227,random_internal_more_optimistic,independent_test_samples,0.95,2000
4409,dummy_most_frequent,accuracy,higher_is_better,0.779572234669322,0.7516125516462394,0.027959683023082604,0.027959683023082604,0.027959683023082604,random_internal_more_optimistic,independent_test_samples,0.95,2000
4409,dummy_most_frequent,fatal_recall,higher_is_better,0.0,0.0,0.0,0.0,0.0,random_internal_more_optimistic,independent_test_samples,0.95,2000
4409,dummy_most_frequent,serious_or_fatal_recall,higher_is_better,0.0,0.0,0.0,0.0,0.0,random_internal_more_optimistic,independent_test_samples,0.95,2000
4409,dummy_most_frequent,mean_asymmetric_cost,lower_is_better,0.48432702680275497,0.5414210270789779,0.05709400027622291,0.05709400027622291,0.05709400027622291,random_internal_more_optimistic,independent_test_samples,0.95,2000
4409,logistic_unweighted,macro_f1,higher_is_better,0.29212825088562083,0.2860628412827707,0.006065409602850125,0.005963939265435485,0.00620365413050207,random_internal_more_optimistic,independent_test_samples,0.95,2000
4409,logistic_unweighted,qwk,higher_is_better,0.00011601012159945245,-1.7803230921042967e-05,0.00013381335252049542,-0.00017511934406755358,0.0005267413950710287,random_internal_more_optimistic,independent_test_samples,0.95,2000
4409,logistic_unweighted,ordinal_mae,lower_is_better,0.23499087212679445,0.263279399962349,0.02828852783555455,0.028206011601801584,0.028361600349623345,random_internal_more_optimistic,independent_test_samples,0.95,2000
4409,logistic_unweighted,accuracy,higher_is_better,0.7794892540038171,0.7516026434948032,0.027886610509013865,0.02780409427526087,0.02795921859133077,random_internal_more_optimistic,independent_test_samples,0.95,2000
4409,logistic_unweighted,fatal_recall,higher_is_better,0.0,0.0,0.0,0.0,0.0,random_internal_more_optimistic,independent_test_samples,0.95,2000
4409,logistic_unweighted,serious_or_fatal_recall,higher_is_better,0.00018822643640299281,0.0,0.00018822643640299281,4.7056609100748203e-05,0.00037645287280598563,random_internal_more_optimistic,independent_test_samples,0.95,2000
4409,logistic_unweighted,mean_asymmetric_cost,lower_is_better,0.4843581445523193,0.5414309352304141,0.05707279067809479,0.0569695292779655,0.05717698094172785,random_internal_more_optimistic,independent_test_samples,0.95,2000
4409,logistic_weighted,macro_f1,higher_is_better,0.32412101253059294,0.3318456783789746,-0.007724665848381662,-0.011513709083323444,-0.003878673498726192,random_internal_more_optimistic,independent_test_samples,0.95,2000
4409,logistic_weighted,qwk,higher_is_better,0.09794448338481165,0.03489210126576192,0.06305238211904973,0.05568491234762517,0.07073879824240376,random_internal_more_optimistic,independent_test_samples,0.95,2000
4409,logistic_weighted,ordinal_mae,lower_is_better,0.698303045390424,0.42181973109277004,-0.27648331429765394,-0.2821165060130331,-0.2704002319531467,random_internal_more_optimistic,independent_test_samples,0.95,2000
4409,logistic_weighted,accuracy,higher_is_better,0.4824288440793295,0.647487788203355,-0.16505894412402544,-0.1687658821476469,-0.16118990947824952,random_internal_more_optimistic,independent_test_samples,0.95,2000
4409,logistic_weighted,fatal_recall,higher_is_better,0.651395848246242,0.2010652463382157,0.45033060190802626,0.4184103133307344,0.4821102524241122,random_internal_more_optimistic,independent_test_samples,0.95,2000
4409,logistic_weighted,serious_or_fatal_recall,higher_is_better,0.6186532398475366,0.19490207028601061,0.42375116956152603,0.4161280048000182,0.4322245905991009,random_internal_more_optimistic,independent_test_samples,0.95,2000
4409,logistic_weighted,mean_asymmetric_cost,lower_is_better,0.7924653555721517,0.6455755149761709,-0.14688984059598076,-0.15345218315860137,-0.14009804479919902,random_internal_more_optimistic,independent_test_samples,0.95,2000
4409,ordered_logit_unweighted,macro_f1,higher_is_better,0.293179014597349,0.2865485736535494,0.006630440943799609,0.00617060579269635,0.007138234498800245,random_internal_more_optimistic,independent_test_samples,0.95,2000
4409,ordered_logit_unweighted,qwk,higher_is_better,0.002665573761612805,0.0007504031071110528,0.0019151706545017522,0.0007239465036262827,0.0032771561618716465,random_internal_more_optimistic,independent_test_samples,0.95,2000
4409,ordered_logit_unweighted,ordinal_mae,lower_is_better,0.23498049954360634,0.2632100429022957,0.02822954335868938,0.028001810960302714,0.02846349167608439,random_internal_more_optimistic,independent_test_samples,0.95,2000
4409,ordered_logit_unweighted,accuracy,higher_is_better,0.7793959007551241,0.7516620924034203,0.027733808351703804,0.027517377400009035,0.027956908043364953,random_internal_more_optimistic,independent_test_samples,0.95,2000
4409,ordered_logit_unweighted,fatal_recall,higher_is_better,0.0,0.0,0.0,0.0,0.0,random_internal_more_optimistic,independent_test_samples,0.95,2000
4409,ordered_logit_unweighted,serious_or_fatal_recall,higher_is_better,0.002164604018634417,0.0007180182695759703,0.0014465857490584466,0.0007295135296235583,0.0022107145775940836,random_internal_more_optimistic,independent_test_samples,0.95,2000
4409,ordered_logit_unweighted,mean_asymmetric_cost,lower_is_better,0.48391212347523027,0.5411832314445094,0.057271107969279145,0.05690946085295079,0.05766019221353777,random_internal_more_optimistic,independent_test_samples,0.95,2000
4409,lightgbm_weighted,macro_f1,higher_is_better,0.3565415437901567,0.357342636212179,-0.0008010924220223092,-0.005473641850737325,0.0037733448077652758,random_internal_more_optimistic,independent_test_samples,0.95,2000
4409,lightgbm_weighted,qwk,higher_is_better,0.1168235067703639,0.0641757455614721,0.05264776120889181,0.044199612267461615,0.06166240429331394,random_internal_more_optimistic,independent_test_samples,0.95,2000
4409,lightgbm_weighted,ordinal_mae,lower_is_better,0.5373931623931624,0.3926501332646368,-0.14474302912852555,-0.1497696001970948,-0.13972125456391915,random_internal_more_optimistic,independent_test_samples,0.95,2000
4409,lightgbm_weighted,accuracy,higher_is_better,0.5483984731557547,0.6469923806315456,-0.09859390747579089,-0.10252880242110661,-0.09485135202284321,random_internal_more_optimistic,independent_test_samples,0.95,2000
4409,lightgbm_weighted,fatal_recall,higher_is_better,0.38797423049391555,0.13448735019973368,0.25348688029418187,0.22330424144566968,0.2837840884070583,random_internal_more_optimistic,independent_test_samples,0.95,2000
4409,lightgbm_weighted,serious_or_fatal_recall,higher_is_better,0.5494800244694368,0.2527823207946069,0.2966977036748299,0.2878804764249946,0.30533700737787145,random_internal_more_optimistic,independent_test_samples,0.95,2000
