dataset,seed,cohort,candidate,reference,metric,delta,ci_lower,ci_upper,design
cas,5501,internal,lightgbm_revised,logistic_weighted,fatal_recall,-0.20300751879699247,-0.2932330827067669,-0.12011278195488824,paired_true_class_stratified
cas,5501,internal,lightgbm_revised,lightgbm_legacy,fatal_recall,-0.0075187969924812026,-0.045112781954887216,0.022556390977443608,paired_true_class_stratified
cas,5501,internal,lightgbm_revised,dummy_most_frequent,serious_or_fatal_recall,0.55441860465116277,0.52558139534883719,0.58418604651162787,paired_true_class_stratified
cas,5501,internal,lightgbm_revised,logistic_weighted,serious_or_fatal_recall,-0.055813953488372148,-0.084674418604651219,-0.027906976744186074,paired_true_class_stratified
cas,5501,internal,lightgbm_revised,lightgbm_legacy,serious_or_fatal_recall,-0.010232558139534942,-0.026046511627907054,0.0055813953488371704,paired_true_class_stratified
cas,5501,internal,lightgbm_revised,dummy_most_frequent,mean_asymmetric_cost,0.24207080008184989,0.21893799877225298,0.26478412113771232,paired_true_class_stratified
cas,5501,internal,lightgbm_revised,logistic_weighted,mean_asymmetric_cost,-0.081849805606711623,-0.10661448741559242,-0.05647636586863114,paired_true_class_stratified
cas,5501,internal,lightgbm_revised,lightgbm_legacy,mean_asymmetric_cost,-0.015346838551258402,-0.026810926949048498,-0.003678125639451624,paired_true_class_stratified
cas,5501,future,lightgbm_revised,dummy_most_frequent,macro_f1,0.044475308476847553,0.036512432532241568,0.052985710398127092,paired_true_class_stratified
cas,5501,future,lightgbm_revised,logistic_weighted,macro_f1,0.012060476378141893,0.0028672366899868684,0.021149872004664852,paired_true_class_stratified
cas,5501,future,lightgbm_revised,lightgbm_legacy,macro_f1,0.003290037940193058,-0.0012095066358569842,0.0079878873947928156,paired_true_class_stratified
cas,5501,future,lightgbm_revised,dummy_most_frequent,qwk,0.088927308568907071,0.074404488837596511,0.10442976638075112,paired_true_class_stratified
cas,5501,future,lightgbm_revised,logistic_weighted,qwk,-0.0082829090400377003,-0.021420034656668946,0.0048632003223008308,paired_true_class_stratified
cas,5501,future,lightgbm_revised,lightgbm_legacy,qwk,-0.0018101813660155175,-0.0088895238352807108,0.0053473592487756584,paired_true_class_stratified
cas,5501,future,lightgbm_revised,dummy_most_frequent,ordinal_mae,0.4000189717321192,0.38654904192752804,0.41434500094858667,paired_true_class_stratified
cas,5501,future,lightgbm_revised,logistic_weighted,ordinal_mae,-0.094763801935116687,-0.10918706127869472,-0.080155568203376992,paired_true_class_stratified
cas,5501,future,lightgbm_revised,lightgbm_legacy,ordinal_mae,-0.013564788465186828,-0.020679188009865238,-0.0065452475811041966,paired_true_class_stratified
cas,5501,future,lightgbm_revised,dummy_most_frequent,accuracy,-0.26228419654714474,-0.27186492126731177,-0.25308053500284572,paired_true_class_stratified
cas,5501,future,lightgbm_revised,logistic_weighted,accuracy,0.042876114589261993,0.032346803263137935,0.052651299563650104,paired_true_class_stratified
cas,5501,future,lightgbm_revised,lightgbm_legacy,accuracy,0.010149876683741232,0.005312084993359889,0.014990039840637454,paired_true_class_stratified
cas,5501,future,lightgbm_revised,dummy_most_frequent,fatal_recall,0.38223938223938225,0.32432432432432434,0.44015444015444016,paired_true_class_stratified
cas,5501,future,lightgbm_revised,logistic_weighted,fatal_recall,-0.2007722007722007,-0.25868725868725873,-0.14285714285714285,paired_true_class_stratified
cas,5501,future,lightgbm_revised,lightgbm_legacy,fatal_recall,-0.034749034749034735,-0.06949806949806947,0,paired_true_class_stratified
cas,5501,future,lightgbm_revised,dummy_most_frequent,serious_or_fatal_recall,0.55344827586206902,0.53232758620689657,0.57456896551724135,paired_true_class_stratified
cas,5501,future,lightgbm_revised,logistic_weighted,serious_or_fatal_recall,-0.079310344827586143,-0.10043103448275859,-0.059051724137931028,paired_true_class_stratified
cas,5501,future,lightgbm_revised,lightgbm_legacy,serious_or_fatal_recall,-0.011206896551724133,-0.021120689655172442,-0.00043103448275860767,paired_true_class_stratified
cas,5501,future,lightgbm_revised,dummy_most_frequent,mean_asymmetric_cost,0.25943843672927336,0.24274094099791305,0.27642050844242078,paired_true_class_stratified
cas,5501,future,lightgbm_revised,logistic_weighted,mean_asymmetric_cost,-0.06744450768355148,-0.084616296717890352,-0.049798425346234076,paired_true_class_stratified
cas,5501,future,lightgbm_revised,lightgbm_legacy,mean_asymmetric_cost,-0.0093910073989754705,-0.018023145513185401,-0.00094858660595719953,paired_true_class_stratified
