dataset,seed,cohort,model,metric,estimate,ci_lower,ci_upper
cas,2207,internal,logistic_weighted,macro_f1,0.32966684123630347,0.3186514474602507,0.341358546570321
cas,2207,internal,lightgbm_legacy,macro_f1,0.33371354493827643,0.32154442359400992,0.34517752774254551
cas,2207,internal,lightgbm_revised,macro_f1,0.34213474520409898,0.33018825114091488,0.3539415570351257
cas,2207,internal,dummy_most_frequent,qwk,0,0,0
cas,2207,internal,logistic_weighted,qwk,0.10163089326613695,0.083489293277584059,0.11906873920015811
cas,2207,internal,lightgbm_legacy,qwk,0.096238597661532976,0.07633769833205245,0.11710262707720456
cas,2207,internal,lightgbm_revised,qwk,0.096545898819996867,0.074685790574232622,0.11876289433620042
cas,2207,internal,dummy_most_frequent,ordinal_mae,0.24718641293226928,0.24718641293226928,0.24718641293226928
cas,2207,internal,logistic_weighted,ordinal_mae,0.74626560261919372,0.72416615510538163,0.76918866380192352
cas,2207,internal,lightgbm_legacy,ordinal_mae,0.67669326785348882,0.65541231839574376,0.69716083486801717
cas,2207,internal,lightgbm_revised,ordinal_mae,0.64681808880703906,0.62553202373644357,0.6678944137507673
cas,2207,internal,dummy_most_frequent,accuracy,0.78002864743196232,0.78002864743196232,0.78002864743196232
cas,2207,internal,logistic_weighted,accuracy,0.47472887251892776,0.46101903007980355,0.48823920605688559
cas,2207,internal,lightgbm_legacy,accuracy,0.48393697564968285,0.46981276856967463,0.4982606916308574
cas,2207,internal,lightgbm_revised,accuracy,0.50480867607939428,0.49089420912625331,0.51851851851851849
cas,2207,internal,dummy_most_frequent,fatal_recall,0,0,0
cas,2207,internal,logistic_weighted,fatal_recall,0.63157894736842102,0.54887218045112784,0.7142857142857143
cas,2207,internal,lightgbm_legacy,fatal_recall,0.47368421052631576,0.39097744360902253,0.56390977443609025
cas,2207,internal,lightgbm_revised,fatal_recall,0.43609022556390975,0.35338345864661652,0.51879699248120303
cas,2207,internal,dummy_most_frequent,serious_or_fatal_recall,0,0,0
cas,2207,internal,logistic_weighted,serious_or_fatal_recall,0.64186046511627903,0.61302325581395345,0.6688372093023256
cas,2207,internal,lightgbm_legacy,serious_or_fatal_recall,0.60465116279069764,0.57488372093023254,0.63348837209302322
cas,2207,internal,lightgbm_revised,serious_or_fatal_recall,0.58046511627906971,0.54976744186046511,0.60932558139534865
cas,2207,internal,dummy_most_frequent,mean_asymmetric_cost,0.52158788622877017,0.52158788622877017,0.52158788622877017
cas,2207,internal,logistic_weighted,mean_asymmetric_cost,0.84509924288929816,0.81972580315121757,0.87027317372621238
cas,2207,internal,lightgbm_legacy,mean_asymmetric_cost,0.79230611827296915,0.76795068549212198,0.81665643544096578
cas,2207,internal,lightgbm_revised,mean_asymmetric_cost,0.76979742173112342,0.74544710456312668,0.7947616124411705
cas,2207,future,dummy_most_frequent,macro_f1,0.29211966176366094,0.29211966176366094,0.29211966176366094
cas,2207,future,logistic_weighted,macro_f1,0.32783848742662824,0.3199550667449782,0.33575598831605219
cas,2207,future,lightgbm_legacy,macro_f1,0.32651410696966471,0.31888575487941406,0.3349028743372176
cas,2207,future,lightgbm_revised,macro_f1,0.33912380295996108,0.33122961165264281,0.34745254588679553
cas,2207,future,dummy_most_frequent,qwk,0,0,0
cas,2207,future,logistic_weighted,qwk,0.10377574560943958,0.091539722811661478,0.11646583141539435
cas,2207,future,lightgbm_legacy,qwk,0.07684978226911654,0.063424411571476283,0.091157322712505734
cas,2207,future,lightgbm_revised,qwk,0.090757690659386103,0.076352216573419271,0.10601386017642737
cas,2207,future,dummy_most_frequent,ordinal_mae,0.24464048567634225,0.24464048567634225,0.24464048567634225
cas,2207,future,logistic_weighted,ordinal_mae,0.73714665148928094,0.7225360462910263,0.75166002656042497
cas,2207,future,lightgbm_legacy,ordinal_mae,0.68782014797951052,0.67339926010244733,0.70233589451716938
cas,2207,future,lightgbm_revised,ordinal_mae,0.64361601214190856,0.63023619806488329,0.65822898880667802
cas,2207,future,dummy_most_frequent,accuracy,0.77992790741794726,0.77992790741794726,0.77992790741794726
cas,2207,future,logistic_weighted,accuracy,0.47486245494213619,0.46566116486435211,0.48425346234111172
cas,2207,future,lightgbm_legacy,accuracy,0.47457787896034909,0.46499715424018212,0.48444317966230316
cas,2207,future,lightgbm_revised,accuracy,0.50483779169038134,0.49506497818250805,0.51422879908935681
cas,2207,future,dummy_most_frequent,fatal_recall,0,0,0
